"No.","Pos. [°2θ]","Intensity [Counts]","Icalc [cts]","Iback [cts]","CT [s]","ESD","D spacings","Q [1/Å]"
"107","8.5200","153.0000",,,"3.5200","12.3693","10.3699","0.6059"
"108","8.6000","159.0000",,,"3.5200","12.6095","10.2736","0.6116"
"109","8.6800","150.0000",,,"3.5200","12.2474","10.1791","0.6173"
"110","8.7600","145.0000",,,"3.5200","12.0416","10.0863","0.6229"
"111","8.8400","158.0000",,,"3.5200","12.5698","9.9952","0.6286"
"112","8.9200","144.0000",,,"3.5200","12.0000","9.9057","0.6343"
"113","9.0000","155.0000",,,"3.5200","12.4499","9.8178","0.6400"
"114","9.0800","162.0000",,,"3.5200","12.7279","9.7315","0.6457"
"115","9.1600","156.0000",,,"3.5200","12.4900","9.6467","0.6513"
"116","9.2400","144.0000",,,"3.5200","12.0000","9.5634","0.6570"
"117","9.3200","143.0000",,,"3.5200","11.9583","9.4815","0.6627"
"118","9.4000","150.0000",,,"3.5200","12.2474","9.4009","0.6684"
"119","9.4800","157.0000",,,"3.5200","12.5300","9.3218","0.6740"
"120","9.5600","136.0000",,,"3.5200","11.6619","9.2440","0.6797"
"121","9.6400","154.0000",,,"3.5200","12.4097","9.1674","0.6854"
"122","9.7200","146.0000",,,"3.5200","12.0830","9.0922","0.6911"
"123","9.8000","130.0000",,,"3.5200","11.4018","9.0181","0.6967"
"124","9.8800","138.0000",,,"3.5200","11.7473","8.9453","0.7024"
"125","9.9600","148.0000",,,"3.5200","12.1655","8.8736","0.7081"
"126","10.0400","164.0000",,,"3.5200","12.8062","8.8031","0.7137"
"127","10.1200","144.0000",,,"3.5200","12.0000","8.7337","0.7194"
"128","10.2000","146.0000",,,"3.5200","12.0830","8.6653","0.7251"
"129","10.2800","128.0000",,,"3.5200","11.3137","8.5981","0.7308"
"130","10.3600","158.0000",,,"3.5200","12.5698","8.5319","0.7364"
"131","10.4400","130.0000",,,"3.5200","11.4018","8.4667","0.7421"
"132","10.5200","132.0000",,,"3.5200","11.4891","8.4025","0.7478"
"133","10.6000","110.0000",,,"3.5200","10.4881","8.3392","0.7534"
"134","10.6800","123.0000",,,"3.5200","11.0905","8.2769","0.7591"
"135","10.7600","132.0000",,,"3.5200","11.4891","8.2156","0.7648"
"136","10.8400","111.0000",,,"3.5200","10.5357","8.1551","0.7705"
"137","10.9200","132.0000",,,"3.5200","11.4891","8.0956","0.7761"
"138","11.0000","114.0000",,,"3.5200","10.6771","8.0369","0.7818"
"139","11.0800","145.0000",,,"3.5200","12.0416","7.9790","0.7875"
"140","11.1600","126.0000",,,"3.5200","11.2250","7.9220","0.7931"
"141","11.2400","138.0000",,,"3.5200","11.7473","7.8658","0.7988"
"142","11.3200","109.0000",,,"3.5200","10.4403","7.8104","0.8045"
"143","11.4000","104.0000",,,"3.5200","10.1980","7.7557","0.8101"
"144","11.4800","130.0000",,,"3.5200","11.4018","7.7019","0.8158"
"145","11.5600","124.0000",,,"3.5200","11.1355","7.6488","0.8215"
"146","11.6400","135.0000",,,"3.5200","11.6190","7.5964","0.8271"
"147","11.7200","136.0000",,,"3.5200","11.6619","7.5447","0.8328"
"148","11.8000","131.0000",,,"3.5200","11.4455","7.4937","0.8385"
"149","11.8800","140.0000",,,"3.5200","11.8322","7.4434","0.8441"
"150","11.9600","126.0000",,,"3.5200","11.2250","7.3938","0.8498"
"151","12.0400","127.0000",,,"3.5200","11.2694","7.3449","0.8555"
"152","12.1200","120.0000",,,"3.5200","10.9545","7.2966","0.8611"
"153","12.2000","121.0000",,,"3.5200","11.0000","7.2489","0.8668"
"154","12.2800","112.0000",,,"3.5200","10.5830","7.2019","0.8724"
"155","12.3600","125.0000",,,"3.5200","11.1803","7.1554","0.8781"
"156","12.4400","110.0000",,,"3.5200","10.4881","7.1096","0.8838"
"157","12.5200","109.0000",,,"3.5200","10.4403","7.0643","0.8894"
"158","12.6000","120.0000",,,"3.5200","10.9545","7.0197","0.8951"
"159","12.6800","117.0000",,,"3.5200","10.8167","6.9756","0.9007"
"160","12.7600","117.0000",,,"3.5200","10.8167","6.9320","0.9064"
"161","12.8400","119.0000",,,"3.5200","10.9087","6.8890","0.9121"
"162","12.9200","100.0000",,,"3.5200","10.0000","6.8465","0.9177"
"163","13.0000","108.0000",,,"3.5200","10.3923","6.8046","0.9234"
"164","13.0800","118.0000",,,"3.5200","10.8628","6.7631","0.9290"
"165","13.1600","120.0000",,,"3.5200","10.9545","6.7222","0.9347"
"166","13.2400","101.0000",,,"3.5200","10.0499","6.6818","0.9403"
"167","13.3200","124.0000",,,"3.5200","11.1355","6.6418","0.9460"
"168","13.4000","109.0000",,,"3.5200","10.4403","6.6023","0.9517"
"169","13.4800","104.0000",,,"3.5200","10.1980","6.5633","0.9573"
"170","13.5600","77.0000",,,"3.5200","8.7750","6.5248","0.9630"
"171","13.6400","113.0000",,,"3.5200","10.6301","6.4867","0.9686"
"172","13.7200","122.0000",,,"3.5200","11.0454","6.4491","0.9743"
"173","13.8000","101.0000",,,"3.5200","10.0499","6.4118","0.9799"
"174","13.8800","96.0000",,,"3.5200","9.7980","6.3751","0.9856"
"175","13.9600","119.0000",,,"3.5200","10.9087","6.3387","0.9912"
"176","14.0400","128.0000",,,"3.5200","11.3137","6.3028","0.9969"
"177","14.1200","109.0000",,,"3.5200","10.4403","6.2672","1.0025"
"178","14.2000","102.0000",,,"3.5200","10.0995","6.2321","1.0082"
"179","14.2800","122.0000",,,"3.5200","11.0454","6.1974","1.0138"
"180","14.3600","111.0000",,,"3.5200","10.5357","6.1630","1.0195"
"181","14.4400","114.0000",,,"3.5200","10.6771","6.1291","1.0251"
"182","14.5200","123.0000",,,"3.5200","11.0905","6.0955","1.0308"
"183","14.6000","118.0000",,,"3.5200","10.8628","6.0623","1.0364"
"184","14.6800","115.0000",,,"3.5200","10.7238","6.0294","1.0421"
"185","14.7600","104.0000",,,"3.5200","10.1980","5.9969","1.0477"
"186","14.8400","97.0000",,,"3.5200","9.8489","5.9648","1.0534"
"187","14.9200","137.0000",,,"3.5200","11.7047","5.9330","1.0590"
"188","15.0000","110.0000",,,"3.5200","10.4881","5.9015","1.0647"
"189","15.0800","99.0000",,,"3.5200","9.9499","5.8704","1.0703"
"190","15.1600","111.0000",,,"3.5200","10.5357","5.8396","1.0760"
"191","15.2400","107.0000",,,"3.5200","10.3441","5.8091","1.0816"
"192","15.3200","97.0000",,,"3.5200","9.8489","5.7789","1.0873"
"193","15.4000","117.0000",,,"3.5200","10.8167","5.7491","1.0929"
"194","15.4800","109.0000",,,"3.5200","10.4403","5.7196","1.0985"
"195","15.5600","120.0000",,,"3.5200","10.9545","5.6903","1.1042"
"196","15.6400","107.0000",,,"3.5200","10.3441","5.6614","1.1098"
"197","15.7200","129.0000",,,"3.5200","11.3578","5.6328","1.1155"
"198","15.8000","129.0000",,,"3.5200","11.3578","5.6044","1.1211"
"199","15.8800","128.0000",,,"3.5200","11.3137","5.5764","1.1267"
"200","15.9600","130.0000",,,"3.5200","11.4018","5.5486","1.1324"
"201","16.0400","142.0000",,,"3.5200","11.9164","5.5211","1.1380"
"202","16.1200","110.0000",,,"3.5200","10.4881","5.4939","1.1437"
"203","16.2000","131.0000",,,"3.5200","11.4455","5.4669","1.1493"
"204","16.2800","96.0000",,,"3.5200","9.7980","5.4403","1.1549"
"205","16.3600","142.0000",,,"3.5200","11.9164","5.4138","1.1606"
"206","16.4400","112.0000",,,"3.5200","10.5830","5.3877","1.1662"
"207","16.5200","111.0000",,,"3.5200","10.5357","5.3618","1.1719"
"208","16.6000","131.0000",,,"3.5200","11.4455","5.3361","1.1775"
"209","16.6800","115.0000",,,"3.5200","10.7238","5.3107","1.1831"
"210","16.7600","139.0000",,,"3.5200","11.7898","5.2855","1.1888"
"211","16.8400","121.0000",,,"3.5200","11.0000","5.2606","1.1944"
"212","16.9200","105.0000",,,"3.5200","10.2470","5.2359","1.2000"
"213","17.0000","119.0000",,,"3.5200","10.9087","5.2114","1.2057"
"214","17.0800","125.0000",,,"3.5200","11.1803","5.1872","1.2113"
"215","17.1600","137.0000",,,"3.5200","11.7047","5.1632","1.2169"
"216","17.2400","132.0000",,,"3.5200","11.4891","5.1394","1.2225"
"217","17.3200","133.0000",,,"3.5200","11.5326","5.1159","1.2282"
"218","17.4000","112.0000",,,"3.5200","10.5830","5.0925","1.2338"
"219","17.4800","132.0000",,,"3.5200","11.4891","5.0694","1.2394"
"220","17.5600","134.0000",,,"3.5200","11.5758","5.0465","1.2451"
"221","17.6400","137.0000",,,"3.5200","11.7047","5.0238","1.2507"
"222","17.7200","139.0000",,,"3.5200","11.7898","5.0013","1.2563"
"223","17.8000","133.0000",,,"3.5200","11.5326","4.9790","1.2619"
"224","17.8800","120.0000",,,"3.5200","10.9545","4.9569","1.2676"
"225","17.9600","126.0000",,,"3.5200","11.2250","4.9350","1.2732"
"226","18.0400","133.0000",,,"3.5200","11.5326","4.9133","1.2788"
"227","18.1200","113.0000",,,"3.5200","10.6301","4.8918","1.2844"
"228","18.2000","137.0000",,,"3.5200","11.7047","4.8704","1.2901"
"229","18.2800","125.0000",,,"3.5200","11.1803","4.8493","1.2957"
"230","18.3600","141.0000",,,"3.5200","11.8743","4.8284","1.3013"
"231","18.4400","142.0000",,,"3.5200","11.9164","4.8076","1.3069"
"232","18.5200","135.0000",,,"3.5200","11.6190","4.7870","1.3126"
"233","18.6000","119.0000",,,"3.5200","10.9087","4.7666","1.3182"
"234","18.6800","132.0000",,,"3.5200","11.4891","4.7464","1.3238"
"235","18.7600","113.0000",,,"3.5200","10.6301","4.7263","1.3294"
"236","18.8400","122.0000",,,"3.5200","11.0454","4.7064","1.3350"
"237","18.9200","132.0000",,,"3.5200","11.4891","4.6867","1.3406"
"238","19.0000","131.0000",,,"3.5200","11.4455","4.6671","1.3463"
"239","19.0800","115.0000",,,"3.5200","10.7238","4.6477","1.3519"
"240","19.1600","133.0000",,,"3.5200","11.5326","4.6285","1.3575"
"241","19.2400","108.0000",,,"3.5200","10.3923","4.6095","1.3631"
"242","19.3200","111.0000",,,"3.5200","10.5357","4.5905","1.3687"
"243","19.4000","123.0000",,,"3.5200","11.0905","4.5718","1.3743"
"244","19.4800","122.0000",,,"3.5200","11.0454","4.5532","1.3799"
"245","19.5600","153.0000",,,"3.5200","12.3693","4.5348","1.3856"
"246","19.6400","118.0000",,,"3.5200","10.8628","4.5165","1.3912"
"247","19.7200","127.0000",,,"3.5200","11.2694","4.4983","1.3968"
"248","19.8000","120.0000",,,"3.5200","10.9545","4.4803","1.4024"
"249","19.8800","114.0000",,,"3.5200","10.6771","4.4625","1.4080"
"250","19.9600","113.0000",,,"3.5200","10.6301","4.4448","1.4136"
"251","20.0400","122.0000",,,"3.5200","11.0454","4.4272","1.4192"
"252","20.1200","125.0000",,,"3.5200","11.1803","4.4098","1.4248"
"253","20.2000","112.0000",,,"3.5200","10.5830","4.3925","1.4304"
"254","20.2800","124.0000",,,"3.5200","11.1355","4.3754","1.4360"
"255","20.3600","129.0000",,,"3.5200","11.3578","4.3583","1.4416"
"256","20.4400","116.0000",,,"3.5200","10.7703","4.3415","1.4472"
"257","20.5200","112.0000",,,"3.5200","10.5830","4.3247","1.4529"
"258","20.6000","104.0000",,,"3.5200","10.1980","4.3081","1.4585"
"259","20.6800","119.0000",,,"3.5200","10.9087","4.2916","1.4641"
"260","20.7600","106.0000",,,"3.5200","10.2956","4.2753","1.4697"
"261","20.8400","131.0000",,,"3.5200","11.4455","4.2590","1.4753"
"262","20.9200","117.0000",,,"3.5200","10.8167","4.2429","1.4809"
"263","21.0000","119.0000",,,"3.5200","10.9087","4.2269","1.4865"
"264","21.0800","117.0000",,,"3.5200","10.8167","4.2111","1.4921"
"265","21.1600","110.0000",,,"3.5200","10.4881","4.1953","1.4977"
"266","21.2400","112.0000",,,"3.5200","10.5830","4.1797","1.5033"
"267","21.3200","115.0000",,,"3.5200","10.7238","4.1642","1.5089"
"268","21.4000","132.0000",,,"3.5200","11.4891","4.1488","1.5144"
"269","21.4800","118.0000",,,"3.5200","10.8628","4.1336","1.5200"
"270","21.5600","104.0000",,,"3.5200","10.1980","4.1184","1.5256"
"271","21.6400","109.0000",,,"3.5200","10.4403","4.1034","1.5312"
"272","21.7200","110.0000",,,"3.5200","10.4881","4.0884","1.5368"
"273","21.8000","115.0000",,,"3.5200","10.7238","4.0736","1.5424"
"274","21.8800","113.0000",,,"3.5200","10.6301","4.0589","1.5480"
"275","21.9600","109.0000",,,"3.5200","10.4403","4.0443","1.5536"
"276","22.0400","101.0000",,,"3.5200","10.0499","4.0298","1.5592"
"277","22.1200","108.0000",,,"3.5200","10.3923","4.0154","1.5648"
"278","22.2000","107.0000",,,"3.5200","10.3441","4.0011","1.5704"
"279","22.2800","117.0000",,,"3.5200","10.8167","3.9869","1.5760"
"280","22.3600","110.0000",,,"3.5200","10.4881","3.9728","1.5815"
"281","22.4400","93.0000",,,"3.5200","9.6437","3.9588","1.5871"
"282","22.5200","112.0000",,,"3.5200","10.5830","3.9450","1.5927"
"283","22.6000","107.0000",,,"3.5200","10.3441","3.9312","1.5983"
"284","22.6800","108.0000",,,"3.5200","10.3923","3.9175","1.6039"
"285","22.7600","102.0000",,,"3.5200","10.0995","3.9039","1.6095"
"286","22.8400","108.0000",,,"3.5200","10.3923","3.8904","1.6150"
"287","22.9200","116.0000",,,"3.5200","10.7703","3.8770","1.6206"
"288","23.0000","111.0000",,,"3.5200","10.5357","3.8637","1.6262"
"289","23.0800","103.0000",,,"3.5200","10.1489","3.8505","1.6318"
"290","23.1600","113.0000",,,"3.5200","10.6301","3.8374","1.6374"
"291","23.2400","105.0000",,,"3.5200","10.2470","3.8243","1.6429"
"292","23.3200","93.0000",,,"3.5200","9.6437","3.8114","1.6485"
"293","23.4000","122.0000",,,"3.5200","11.0454","3.7986","1.6541"
"294","23.4800","99.0000",,,"3.5200","9.9499","3.7858","1.6597"
"295","23.5600","115.0000",,,"3.5200","10.7238","3.7731","1.6652"
"296","23.6400","89.0000",,,"3.5200","9.4340","3.7605","1.6708"
"297","23.7200","115.0000",,,"3.5200","10.7238","3.7480","1.6764"
"298","23.8000","114.0000",,,"3.5200","10.6771","3.7356","1.6820"
"299","23.8800","77.0000",,,"3.5200","8.7750","3.7233","1.6875"
"300","23.9600","91.0000",,,"3.5200","9.5394","3.7110","1.6931"
"301","24.0400","82.0000",,,"3.5200","9.0554","3.6989","1.6987"
"302","24.1200","107.0000",,,"3.5200","10.3441","3.6868","1.7043"
"303","24.2000","90.0000",,,"3.5200","9.4868","3.6748","1.7098"
"304","24.2800","90.0000",,,"3.5200","9.4868","3.6628","1.7154"
"305","24.3600","98.0000",,,"3.5200","9.8995","3.6510","1.7210"
"306","24.4400","81.0000",,,"3.5200","9.0000","3.6392","1.7265"
"307","24.5200","92.0000",,,"3.5200","9.5917","3.6275","1.7321"
"308","24.6000","95.0000",,,"3.5200","9.7468","3.6159","1.7376"
"309","24.6800","91.0000",,,"3.5200","9.5394","3.6044","1.7432"
"310","24.7600","112.0000",,,"3.5200","10.5830","3.5929","1.7488"
"311","24.8400","96.0000",,,"3.5200","9.7980","3.5815","1.7543"
"312","24.9200","104.0000",,,"3.5200","10.1980","3.5702","1.7599"
"313","25.0000","91.0000",,,"3.5200","9.5394","3.5590","1.7655"
"314","25.0800","87.0000",,,"3.5200","9.3274","3.5478","1.7710"
"315","25.1600","107.0000",,,"3.5200","10.3441","3.5367","1.7766"
"316","25.2400","99.0000",,,"3.5200","9.9499","3.5257","1.7821"
"317","25.3200","72.0000",,,"3.5200","8.4853","3.5147","1.7877"
"318","25.4000","96.0000",,,"3.5200","9.7980","3.5038","1.7932"
"319","25.4800","101.0000",,,"3.5200","10.0499","3.4930","1.7988"
"320","25.5600","106.0000",,,"3.5200","10.2956","3.4822","1.8044"
"321","25.6400","90.0000",,,"3.5200","9.4868","3.4716","1.8099"
"322","25.7200","85.0000",,,"3.5200","9.2195","3.4609","1.8155"
"323","25.8000","90.0000",,,"3.5200","9.4868","3.4504","1.8210"
"324","25.8800","98.0000",,,"3.5200","9.8995","3.4399","1.8266"
"325","25.9600","89.0000",,,"3.5200","9.4340","3.4295","1.8321"
"326","26.0400","84.0000",,,"3.5200","9.1652","3.4191","1.8377"
"327","26.1200","101.0000",,,"3.5200","10.0499","3.4088","1.8432"
"328","26.2000","90.0000",,,"3.5200","9.4868","3.3986","1.8488"
"329","26.2800","94.0000",,,"3.5200","9.6954","3.3884","1.8543"
"330","26.3600","82.0000",,,"3.5200","9.0554","3.3783","1.8598"
"331","26.4400","77.0000",,,"3.5200","8.7750","3.3683","1.8654"
"332","26.5200","100.0000",,,"3.5200","10.0000","3.3583","1.8709"
"333","26.6000","68.0000",,,"3.5200","8.2462","3.3484","1.8765"
"334","26.6800","69.0000",,,"3.5200","8.3066","3.3385","1.8820"
"335","26.7600","84.0000",,,"3.5200","9.1652","3.3287","1.8876"
"336","26.8400","68.0000",,,"3.5200","8.2462","3.3190","1.8931"
"337","26.9200","68.0000",,,"3.5200","8.2462","3.3093","1.8986"
"338","27.0000","65.0000",,,"3.5200","8.0623","3.2997","1.9042"
"339","27.0800","71.0000",,,"3.5200","8.4261","3.2901","1.9097"
"340","27.1600","76.0000",,,"3.5200","8.7178","3.2806","1.9152"
"341","27.2400","90.0000",,,"3.5200","9.4868","3.2712","1.9208"
"342","27.3200","70.0000",,,"3.5200","8.3666","3.2618","1.9263"
"343","27.4000","63.0000",,,"3.5200","7.9373","3.2524","1.9318"
"344","27.4800","48.0000",,,"3.5200","6.9282","3.2431","1.9374"
"345","27.5600","67.0000",,,"3.5200","8.1854","3.2339","1.9429"
"346","27.6400","67.0000",,,"3.5200","8.1854","3.2247","1.9484"
"347","27.7200","66.0000",,,"3.5200","8.1240","3.2156","1.9540"
"348","27.8000","69.0000",,,"3.5200","8.3066","3.2065","1.9595"
"349","27.8800","56.0000",,,"3.5200","7.4833","3.1975","1.9650"
"350","27.9600","70.0000",,,"3.5200","8.3666","3.1885","1.9705"
"351","28.0400","57.0000",,,"3.5200","7.5498","3.1796","1.9761"
"352","28.1200","82.0000",,,"3.5200","9.0554","3.1708","1.9816"
"353","28.2000","74.0000",,,"3.5200","8.6023","3.1620","1.9871"
"354","28.2800","79.0000",,,"3.5200","8.8882","3.1532","1.9926"
"355","28.3600","62.0000",,,"3.5200","7.8740","3.1445","1.9982"
"356","28.4400","43.0000",,,"3.5200","6.5574","3.1358","2.0037"
"357","28.5200","61.0000",,,"3.5200","7.8102","3.1272","2.0092"
"358","28.6000","56.0000",,,"3.5200","7.4833","3.1186","2.0147"
"359","28.6800","66.0000",,,"3.5200","8.1240","3.1101","2.0202"
"360","28.7600","57.0000",,,"3.5200","7.5498","3.1016","2.0258"
"361","28.8400","44.0000",,,"3.5200","6.6332","3.0932","2.0313"
"362","28.9200","51.0000",,,"3.5200","7.1414","3.0848","2.0368"
"363","29.0000","62.0000",,,"3.5200","7.8740","3.0765","2.0423"
"364","29.0800","59.0000",,,"3.5200","7.6811","3.0682","2.0478"
"365","29.1600","61.0000",,,"3.5200","7.8102","3.0600","2.0533"
"366","29.2400","47.0000",,,"3.5200","6.8557","3.0518","2.0588"
"367","29.3200","42.0000",,,"3.5200","6.4807","3.0437","2.0643"
"368","29.4000","47.0000",,,"3.5200","6.8557","3.0356","2.0699"
"369","29.4800","60.0000",,,"3.5200","7.7460","3.0275","2.0754"
"370","29.5600","55.0000",,,"3.5200","7.4162","3.0195","2.0809"
"371","29.6400","64.0000",,,"3.5200","8.0000","3.0115","2.0864"
"372","29.7200","46.0000",,,"3.5200","6.7823","3.0036","2.0919"
