"No.","Pos. [°2θ]","Intensity [Counts]","Icalc [cts]","Iback [cts]","CT [s]","ESD","D spacings","Q [1/Å]"
"36","3.8400","123846.0000",,,"3.5200","351.9176","22.9912","0.2733"
"37","3.9200","122578.0000",,,"3.5200","350.1114","22.5222","0.2790"
"38","4.0000","120634.0000",,,"3.5200","347.3241","22.0719","0.2847"
"39","4.0800","117810.0000",,,"3.5200","343.2346","21.6393","0.2904"
"40","4.1600","114750.0000",,,"3.5200","338.7477","21.2234","0.2961"
"41","4.2400","112171.0000",,,"3.5200","334.9194","20.8231","0.3017"
"42","4.3200","107728.0000",,,"3.5200","328.2194","20.4377","0.3074"
"43","4.4000","102711.0000",,,"3.5200","320.4856","20.0662","0.3131"
"44","4.4800","98122.0000",,,"3.5200","313.2443","19.7081","0.3188"
"45","4.5600","92057.0000",,,"3.5200","303.4090","19.3625","0.3245"
"46","4.6400","86334.0000",,,"3.5200","293.8265","19.0289","0.3302"
"47","4.7200","80705.0000",,,"3.5200","284.0863","18.7065","0.3359"
"48","4.8000","74592.0000",,,"3.5200","273.1154","18.3949","0.3416"
"49","4.8800","67481.0000",,,"3.5200","259.7711","18.0935","0.3473"
"50","4.9600","58914.0000",,,"3.5200","242.7221","17.8019","0.3530"
"51","5.0400","50326.0000",,,"3.5200","224.3346","17.5195","0.3586"
"52","5.1200","42079.0000",,,"3.5200","205.1317","17.2459","0.3643"
"53","5.2000","33554.0000",,,"3.5200","183.1775","16.9808","0.3700"
"54","5.2800","26403.0000",,,"3.5200","162.4900","16.7237","0.3757"
"55","5.3600","19950.0000",,,"3.5200","141.2445","16.4742","0.3814"
"56","5.4400","14976.0000",,,"3.5200","122.3765","16.2322","0.3871"
"57","5.5200","10637.0000",,,"3.5200","103.1358","15.9971","0.3928"
"58","5.6000","7700.0000",,,"3.5200","87.7496","15.7687","0.3985"
"59","5.6800","5640.0000",,,"3.5200","75.0999","15.5468","0.4041"
"60","5.7600","4836.0000",,,"3.5200","69.5414","15.3311","0.4098"
"61","5.8400","4570.0000",,,"3.5200","67.6018","15.1212","0.4155"
"62","5.9200","4532.0000",,,"3.5200","67.3201","14.9171","0.4212"
"63","6.0000","4538.0000",,,"3.5200","67.3647","14.7184","0.4269"
"64","6.0800","4398.0000",,,"3.5200","66.3174","14.5249","0.4326"
"65","6.1600","4358.0000",,,"3.5200","66.0151","14.3364","0.4383"
"66","6.2400","4325.0000",,,"3.5200","65.7647","14.1528","0.4440"
"67","6.3200","4232.0000",,,"3.5200","65.0538","13.9738","0.4496"
"68","6.4000","4233.0000",,,"3.5200","65.0615","13.7993","0.4553"
"69","6.4800","4139.0000",,,"3.5200","64.3351","13.6291","0.4610"
"70","6.5600","4233.0000",,,"3.5200","65.0615","13.4631","0.4667"
"71","6.6400","4129.0000",,,"3.5200","64.2573","13.3011","0.4724"
"72","6.7200","3984.0000",,,"3.5200","63.1189","13.1429","0.4781"
"73","6.8000","4098.0000",,,"3.5200","64.0156","12.9885","0.4838"
"74","6.8800","4047.0000",,,"3.5200","63.6160","12.8376","0.4894"
"75","6.9600","3903.0000",,,"3.5200","62.4740","12.6902","0.4951"
"76","7.0400","4020.0000",,,"3.5200","63.4035","12.5462","0.5008"
"77","7.1200","3859.0000",,,"3.5200","62.1208","12.4054","0.5065"
"78","7.2000","3887.0000",,,"3.5200","62.3458","12.2678","0.5122"
"79","7.2800","3750.0000",,,"3.5200","61.2372","12.1331","0.5179"
"80","7.3600","3869.0000",,,"3.5200","62.2013","12.0014","0.5235"
"81","7.4400","3785.0000",,,"3.5200","61.5224","11.8726","0.5292"
"82","7.5200","3724.0000",,,"3.5200","61.0246","11.7464","0.5349"
"83","7.6000","3685.0000",,,"3.5200","60.7042","11.6230","0.5406"
"84","7.6800","3775.0000",,,"3.5200","61.4410","11.5021","0.5463"
"85","7.7600","3603.0000",,,"3.5200","60.0250","11.3837","0.5519"
"86","7.8400","3698.0000",,,"3.5200","60.8112","11.2677","0.5576"
"87","7.9200","3601.0000",,,"3.5200","60.0083","11.1541","0.5633"
"88","8.0000","3602.0000",,,"3.5200","60.0167","11.0427","0.5690"
"89","8.0800","3460.0000",,,"3.5200","58.8218","10.9335","0.5747"
"90","8.1600","3580.0000",,,"3.5200","59.8331","10.8265","0.5804"
"91","8.2400","3501.0000",,,"3.5200","59.1692","10.7216","0.5860"
"92","8.3200","3549.0000",,,"3.5200","59.5735","10.6187","0.5917"
"93","8.4000","3499.0000",,,"3.5200","59.1523","10.5177","0.5974"
"94","8.4800","3348.0000",,,"3.5200","57.8619","10.4187","0.6031"
"95","8.5600","3400.0000",,,"3.5200","58.3095","10.3215","0.6087"
"96","8.6400","3414.0000",,,"3.5200","58.4294","10.2261","0.6144"
"97","8.7200","3364.0000",,,"3.5200","58.0000","10.1325","0.6201"
"98","8.8000","3300.0000",,,"3.5200","57.4456","10.0405","0.6258"
"99","8.8800","3386.0000",,,"3.5200","58.1893","9.9502","0.6315"
"100","8.9600","3338.0000",,,"3.5200","57.7754","9.8616","0.6371"
"101","9.0400","3358.0000",,,"3.5200","57.9483","9.7745","0.6428"
"102","9.1200","3361.0000",,,"3.5200","57.9741","9.6889","0.6485"
"103","9.2000","3416.0000",,,"3.5200","58.4466","9.6049","0.6542"
"104","9.2800","3457.0000",,,"3.5200","58.7963","9.5222","0.6598"
"105","9.3600","3492.0000",,,"3.5200","59.0931","9.4410","0.6655"
"106","9.4400","3371.0000",,,"3.5200","58.0603","9.3612","0.6712"
"107","9.5200","3312.0000",,,"3.5200","57.5500","9.2827","0.6769"
"108","9.6000","3420.0000",,,"3.5200","58.4808","9.2055","0.6825"
"109","9.6800","3281.0000",,,"3.5200","57.2800","9.1296","0.6882"
"110","9.7600","3257.0000",,,"3.5200","57.0701","9.0550","0.6939"
"111","9.8400","3164.0000",,,"3.5200","56.2494","8.9815","0.6996"
"112","9.9200","3066.0000",,,"3.5200","55.3715","8.9093","0.7052"
"113","10.0000","3031.0000",,,"3.5200","55.0545","8.8382","0.7109"
"114","10.0800","3090.0000",,,"3.5200","55.5878","8.7682","0.7166"
"115","10.1600","3004.0000",,,"3.5200","54.8088","8.6994","0.7223"
"116","10.2400","2934.0000",,,"3.5200","54.1664","8.6316","0.7279"
"117","10.3200","2931.0000",,,"3.5200","54.1387","8.5648","0.7336"
"118","10.4000","2985.0000",,,"3.5200","54.6352","8.4991","0.7393"
"119","10.4800","2969.0000",,,"3.5200","54.4885","8.4344","0.7449"
"120","10.5600","2968.0000",,,"3.5200","54.4794","8.3707","0.7506"
"121","10.6400","2924.0000",,,"3.5200","54.0740","8.3080","0.7563"
"122","10.7200","2917.0000",,,"3.5200","54.0093","8.2461","0.7620"
"123","10.8000","2884.0000",,,"3.5200","53.7029","8.1852","0.7676"
"124","10.8800","2751.0000",,,"3.5200","52.4500","8.1252","0.7733"
"125","10.9600","2965.0000",,,"3.5200","54.4518","8.0661","0.7790"
"126","11.0400","2952.0000",,,"3.5200","54.3323","8.0078","0.7846"
"127","11.1200","2860.0000",,,"3.5200","53.4790","7.9504","0.7903"
"128","11.2000","2829.0000",,,"3.5200","53.1883","7.8938","0.7960"
"129","11.2800","2778.0000",,,"3.5200","52.7067","7.8380","0.8016"
"130","11.3600","2698.0000",,,"3.5200","51.9423","7.7830","0.8073"
"131","11.4400","2778.0000",,,"3.5200","52.7067","7.7287","0.8130"
"132","11.5200","2770.0000",,,"3.5200","52.6308","7.6752","0.8186"
"133","11.6000","2702.0000",,,"3.5200","51.9808","7.6225","0.8243"
"134","11.6800","2638.0000",,,"3.5200","51.3615","7.5704","0.8300"
"135","11.7600","2782.0000",,,"3.5200","52.7447","7.5191","0.8356"
"136","11.8400","2651.0000",,,"3.5200","51.4879","7.4685","0.8413"
"137","11.9200","2698.0000",,,"3.5200","51.9423","7.4186","0.8470"
"138","12.0000","2724.0000",,,"3.5200","52.1920","7.3693","0.8526"
"139","12.0800","2698.0000",,,"3.5200","51.9423","7.3207","0.8583"
"140","12.1600","2723.0000",,,"3.5200","52.1824","7.2727","0.8639"
"141","12.2400","2706.0000",,,"3.5200","52.0192","7.2253","0.8696"
"142","12.3200","2808.0000",,,"3.5200","52.9906","7.1786","0.8753"
"143","12.4000","2668.0000",,,"3.5200","51.6527","7.1324","0.8809"
"144","12.4800","2793.0000",,,"3.5200","52.8488","7.0869","0.8866"
"145","12.5600","2677.0000",,,"3.5200","51.7397","7.0419","0.8923"
"146","12.6400","2697.0000",,,"3.5200","51.9326","6.9975","0.8979"
"147","12.7200","2740.0000",,,"3.5200","52.3450","6.9537","0.9036"
"148","12.8000","2633.0000",,,"3.5200","51.3128","6.9104","0.9092"
"149","12.8800","2724.0000",,,"3.5200","52.1920","6.8677","0.9149"
"150","12.9600","2656.0000",,,"3.5200","51.5364","6.8255","0.9205"
"151","13.0400","2865.0000",,,"3.5200","53.5257","6.7838","0.9262"
"152","13.1200","2747.0000",,,"3.5200","52.4118","6.7426","0.9319"
"153","13.2000","2721.0000",,,"3.5200","52.1632","6.7019","0.9375"
"154","13.2800","2760.0000",,,"3.5200","52.5357","6.6617","0.9432"
"155","13.3600","2623.0000",,,"3.5200","51.2152","6.6220","0.9488"
"156","13.4400","2671.0000",,,"3.5200","51.6817","6.5828","0.9545"
"157","13.5200","2729.0000",,,"3.5200","52.2398","6.5440","0.9601"
"158","13.6000","2727.0000",,,"3.5200","52.2207","6.5057","0.9658"
"159","13.6800","2809.0000",,,"3.5200","53.0000","6.4678","0.9715"
"160","13.7600","2676.0000",,,"3.5200","51.7301","6.4304","0.9771"
"161","13.8400","2624.0000",,,"3.5200","51.2250","6.3934","0.9828"
"162","13.9200","2817.0000",,,"3.5200","53.0754","6.3568","0.9884"
"163","14.0000","2746.0000",,,"3.5200","52.4023","6.3207","0.9941"
"164","14.0800","2737.0000",,,"3.5200","52.3163","6.2850","0.9997"
"165","14.1600","2695.0000",,,"3.5200","51.9134","6.2496","1.0054"
"166","14.2400","2780.0000",,,"3.5200","52.7257","6.2147","1.0110"
"167","14.3200","2741.0000",,,"3.5200","52.3546","6.1802","1.0167"
"168","14.4000","2718.0000",,,"3.5200","52.1344","6.1460","1.0223"
"169","14.4800","2733.0000",,,"3.5200","52.2781","6.1122","1.0280"
"170","14.5600","2742.0000",,,"3.5200","52.3641","6.0788","1.0336"
"171","14.6400","2675.0000",,,"3.5200","51.7204","6.0458","1.0393"
"172","14.7200","2809.0000",,,"3.5200","53.0000","6.0131","1.0449"
"173","14.8000","2804.0000",,,"3.5200","52.9528","5.9808","1.0506"
"174","14.8800","2786.0000",,,"3.5200","52.7826","5.9488","1.0562"
"175","14.9600","2730.0000",,,"3.5200","52.2494","5.9172","1.0619"
"176","15.0400","2855.0000",,,"3.5200","53.4322","5.8859","1.0675"
"177","15.1200","2967.0000",,,"3.5200","54.4702","5.8549","1.0731"
"178","15.2000","2901.0000",,,"3.5200","53.8609","5.8243","1.0788"
"179","15.2800","2841.0000",,,"3.5200","53.3010","5.7940","1.0844"
"180","15.3600","2842.0000",,,"3.5200","53.3104","5.7640","1.0901"
"181","15.4400","2870.0000",,,"3.5200","53.5724","5.7343","1.0957"
"182","15.5200","2831.0000",,,"3.5200","53.2071","5.7049","1.1014"
"183","15.6000","2755.0000",,,"3.5200","52.4881","5.6758","1.1070"
"184","15.6800","2847.0000",,,"3.5200","53.3573","5.6471","1.1126"
"185","15.7600","2874.0000",,,"3.5200","53.6097","5.6186","1.1183"
"186","15.8400","2878.0000",,,"3.5200","53.6470","5.5904","1.1239"
"187","15.9200","2919.0000",,,"3.5200","54.0278","5.5625","1.1296"
"188","16.0000","2937.0000",,,"3.5200","54.1941","5.5348","1.1352"
"189","16.0800","2994.0000",,,"3.5200","54.7175","5.5075","1.1408"
"190","16.1600","2930.0000",,,"3.5200","54.1295","5.4804","1.1465"
"191","16.2400","2931.0000",,,"3.5200","54.1387","5.4536","1.1521"
"192","16.3200","3169.0000",,,"3.5200","56.2939","5.4270","1.1578"
"193","16.4000","3031.0000",,,"3.5200","55.0545","5.4007","1.1634"
"194","16.4800","2878.0000",,,"3.5200","53.6470","5.3747","1.1690"
"195","16.5600","2885.0000",,,"3.5200","53.7122","5.3489","1.1747"
"196","16.6400","3000.0000",,,"3.5200","54.7723","5.3234","1.1803"
"197","16.7200","3004.0000",,,"3.5200","54.8088","5.2981","1.1859"
"198","16.8000","2977.0000",,,"3.5200","54.5619","5.2730","1.1916"
"199","16.8800","3020.0000",,,"3.5200","54.9545","5.2482","1.1972"
"200","16.9600","3067.0000",,,"3.5200","55.3805","5.2236","1.2028"
"201","17.0400","2942.0000",,,"3.5200","54.2402","5.1993","1.2085"
"202","17.1200","3026.0000",,,"3.5200","55.0091","5.1752","1.2141"
"203","17.2000","3068.0000",,,"3.5200","55.3895","5.1513","1.2197"
"204","17.2800","3090.0000",,,"3.5200","55.5878","5.1276","1.2254"
"205","17.3600","3066.0000",,,"3.5200","55.3715","5.1042","1.2310"
"206","17.4400","3100.0000",,,"3.5200","55.6776","5.0809","1.2366"
"207","17.5200","3062.0000",,,"3.5200","55.3353","5.0579","1.2422"
"208","17.6000","3197.0000",,,"3.5200","56.5420","5.0351","1.2479"
"209","17.6800","3126.0000",,,"3.5200","55.9106","5.0125","1.2535"
"210","17.7600","3046.0000",,,"3.5200","55.1906","4.9901","1.2591"
"211","17.8400","3084.0000",,,"3.5200","55.5338","4.9679","1.2648"
"212","17.9200","3061.0000",,,"3.5200","55.3263","4.9459","1.2704"
"213","18.0000","3148.0000",,,"3.5200","56.1070","4.9241","1.2760"
"214","18.0800","3209.0000",,,"3.5200","56.6480","4.9025","1.2816"
"215","18.1600","3083.0000",,,"3.5200","55.5248","4.8811","1.2873"
"216","18.2400","3224.0000",,,"3.5200","56.7803","4.8598","1.2929"
"217","18.3200","3198.0000",,,"3.5200","56.5509","4.8388","1.2985"
"218","18.4000","3214.0000",,,"3.5200","56.6922","4.8179","1.3041"
"219","18.4800","3193.0000",,,"3.5200","56.5066","4.7973","1.3097"
"220","18.5600","3243.0000",,,"3.5200","56.9473","4.7768","1.3154"
"221","18.6400","3201.0000",,,"3.5200","56.5774","4.7565","1.3210"
"222","18.7200","3226.0000",,,"3.5200","56.7979","4.7363","1.3266"
"223","18.8000","3163.0000",,,"3.5200","56.2406","4.7163","1.3322"
"224","18.8800","3315.0000",,,"3.5200","57.5760","4.6965","1.3378"
"225","18.9600","3181.0000",,,"3.5200","56.4004","4.6769","1.3435"
"226","19.0400","3299.0000",,,"3.5200","57.4369","4.6574","1.3491"
"227","19.1200","3229.0000",,,"3.5200","56.8243","4.6381","1.3547"
"228","19.2000","3269.0000",,,"3.5200","57.1752","4.6190","1.3603"
"229","19.2800","3352.0000",,,"3.5200","57.8965","4.6000","1.3659"
"230","19.3600","3257.0000",,,"3.5200","57.0701","4.5812","1.3715"
"231","19.4400","3301.0000",,,"3.5200","57.4543","4.5625","1.3771"
"232","19.5200","3363.0000",,,"3.5200","57.9914","4.5440","1.3828"
"233","19.6000","3317.0000",,,"3.5200","57.5934","4.5256","1.3884"
"234","19.6800","3355.0000",,,"3.5200","57.9224","4.5074","1.3940"
"235","19.7600","3202.0000",,,"3.5200","56.5862","4.4893","1.3996"
"236","19.8400","3245.0000",,,"3.5200","56.9649","4.4714","1.4052"
"237","19.9200","3399.0000",,,"3.5200","58.3009","4.4536","1.4108"
"238","20.0000","3356.0000",,,"3.5200","57.9310","4.4360","1.4164"
"239","20.0800","3393.0000",,,"3.5200","58.2495","4.4185","1.4220"
"240","20.1600","3363.0000",,,"3.5200","57.9914","4.4011","1.4276"
"241","20.2400","3447.0000",,,"3.5200","58.7112","4.3839","1.4332"
"242","20.3200","3356.0000",,,"3.5200","57.9310","4.3668","1.4388"
"243","20.4000","3495.0000",,,"3.5200","59.1185","4.3499","1.4444"
"244","20.4800","3290.0000",,,"3.5200","57.3585","4.3331","1.4501"
"245","20.5600","3421.0000",,,"3.5200","58.4893","4.3164","1.4557"
"246","20.6400","3309.0000",,,"3.5200","57.5239","4.2998","1.4613"
"247","20.7200","3445.0000",,,"3.5200","58.6941","4.2834","1.4669"
"248","20.8000","3353.0000",,,"3.5200","57.9051","4.2671","1.4725"
"249","20.8800","3407.0000",,,"3.5200","58.3695","4.2510","1.4781"
"250","20.9600","3357.0000",,,"3.5200","57.9396","4.2349","1.4837"
"251","21.0400","3481.0000",,,"3.5200","59.0000","4.2190","1.4893"
"252","21.1200","3479.0000",,,"3.5200","58.9830","4.2032","1.4949"
"253","21.2000","3479.0000",,,"3.5200","58.9830","4.1875","1.5005"
"254","21.2800","3424.0000",,,"3.5200","58.5150","4.1720","1.5061"
"255","21.3600","3531.0000",,,"3.5200","59.4222","4.1565","1.5117"
"256","21.4400","3468.0000",,,"3.5200","58.8897","4.1412","1.5172"
"257","21.5200","3476.0000",,,"3.5200","58.9576","4.1260","1.5228"
"258","21.6000","3356.0000",,,"3.5200","57.9310","4.1109","1.5284"
"259","21.6800","3426.0000",,,"3.5200","58.5320","4.0959","1.5340"
"260","21.7600","3303.0000",,,"3.5200","57.4717","4.0810","1.5396"
"261","21.8400","3420.0000",,,"3.5200","58.4808","4.0662","1.5452"
"262","21.9200","3384.0000",,,"3.5200","58.1722","4.0516","1.5508"
"263","22.0000","3343.0000",,,"3.5200","57.8187","4.0370","1.5564"
"264","22.0800","3515.0000",,,"3.5200","59.2874","4.0226","1.5620"
"265","22.1600","3224.0000",,,"3.5200","56.7803","4.0082","1.5676"
"266","22.2400","3330.0000",,,"3.5200","57.7062","3.9940","1.5732"
"267","22.3200","3235.0000",,,"3.5200","56.8771","3.9799","1.5787"
"268","22.4000","3220.0000",,,"3.5200","56.7450","3.9658","1.5843"
"269","22.4800","3212.0000",,,"3.5200","56.6745","3.9519","1.5899"
"270","22.5600","3227.0000",,,"3.5200","56.8067","3.9381","1.5955"
"271","22.6400","3354.0000",,,"3.5200","57.9137","3.9243","1.6011"
"272","22.7200","3342.0000",,,"3.5200","57.8100","3.9107","1.6067"
"273","22.8000","3286.0000",,,"3.5200","57.3236","3.8971","1.6123"
"274","22.8800","3200.0000",,,"3.5200","56.5685","3.8837","1.6178"
"275","22.9600","3195.0000",,,"3.5200","56.5243","3.8703","1.6234"
"276","23.0400","3339.0000",,,"3.5200","57.7841","3.8571","1.6290"
"277","23.1200","3336.0000",,,"3.5200","57.7581","3.8439","1.6346"
"278","23.2000","3363.0000",,,"3.5200","57.9914","3.8308","1.6402"
"279","23.2800","3276.0000",,,"3.5200","57.2364","3.8179","1.6457"
"280","23.3600","3175.0000",,,"3.5200","56.3471","3.8050","1.6513"
"281","23.4400","3155.0000",,,"3.5200","56.1694","3.7922","1.6569"
"282","23.5200","3218.0000",,,"3.5200","56.7274","3.7794","1.6625"
"283","23.6000","3170.0000",,,"3.5200","56.3028","3.7668","1.6680"
"284","23.6800","3122.0000",,,"3.5200","55.8749","3.7543","1.6736"
"285","23.7600","3118.0000",,,"3.5200","55.8391","3.7418","1.6792"
"286","23.8400","3041.0000",,,"3.5200","55.1453","3.7294","1.6848"
"287","23.9200","3059.0000",,,"3.5200","55.3082","3.7171","1.6903"
"288","24.0000","3035.0000",,,"3.5200","55.0908","3.7049","1.6959"
"289","24.0800","3094.0000",,,"3.5200","55.6237","3.6928","1.7015"
"290","24.1600","2984.0000",,,"3.5200","54.6260","3.6808","1.7070"
"291","24.2400","2954.0000",,,"3.5200","54.3507","3.6688","1.7126"
"292","24.3200","3092.0000",,,"3.5200","55.6058","3.6569","1.7182"
"293","24.4000","3004.0000",,,"3.5200","54.8088","3.6451","1.7237"
"294","24.4800","2983.0000",,,"3.5200","54.6168","3.6334","1.7293"
"295","24.5600","3038.0000",,,"3.5200","55.1181","3.6217","1.7349"
"296","24.6400","3061.0000",,,"3.5200","55.3263","3.6101","1.7404"
"297","24.7200","2929.0000",,,"3.5200","54.1202","3.5986","1.7460"
"298","24.8000","2903.0000",,,"3.5200","53.8795","3.5872","1.7516"
"299","24.8800","2831.0000",,,"3.5200","53.2071","3.5758","1.7571"
"300","24.9600","2960.0000",,,"3.5200","54.4059","3.5646","1.7627"
"301","25.0400","2889.0000",,,"3.5200","53.7494","3.5534","1.7682"
"302","25.1200","2901.0000",,,"3.5200","53.8609","3.5422","1.7738"
"303","25.2000","2963.0000",,,"3.5200","54.4334","3.5312","1.7794"
"304","25.2800","2835.0000",,,"3.5200","53.2447","3.5202","1.7849"
"305","25.3600","2783.0000",,,"3.5200","52.7541","3.5092","1.7905"
"306","25.4400","2830.0000",,,"3.5200","53.1977","3.4984","1.7960"
"307","25.5200","2806.0000",,,"3.5200","52.9717","3.4876","1.8016"
"308","25.6000","2752.0000",,,"3.5200","52.4595","3.4769","1.8071"
"309","25.6800","2697.0000",,,"3.5200","51.9326","3.4662","1.8127"
"310","25.7600","2745.0000",,,"3.5200","52.3927","3.4557","1.8182"
"311","25.8400","2730.0000",,,"3.5200","52.2494","3.4451","1.8238"
"312","25.9200","2701.0000",,,"3.5200","51.9711","3.4347","1.8293"
"313","26.0000","2726.0000",,,"3.5200","52.2111","3.4243","1.8349"
"314","26.0800","2613.0000",,,"3.5200","51.1175","3.4140","1.8404"
"315","26.1600","2655.0000",,,"3.5200","51.5267","3.4037","1.8460"
"316","26.2400","2693.0000",,,"3.5200","51.8941","3.3935","1.8515"
"317","26.3200","2645.0000",,,"3.5200","51.4296","3.3834","1.8571"
"318","26.4000","2596.0000",,,"3.5200","50.9510","3.3733","1.8626"
"319","26.4800","2654.0000",,,"3.5200","51.5170","3.3633","1.8682"
"320","26.5600","2650.0000",,,"3.5200","51.4782","3.3534","1.8737"
"321","26.6400","2596.0000",,,"3.5200","50.9510","3.3435","1.8792"
"322","26.7200","2625.0000",,,"3.5200","51.2348","3.3336","1.8848"
"323","26.8000","2607.0000",,,"3.5200","51.0588","3.3239","1.8903"
"324","26.8800","2586.0000",,,"3.5200","50.8527","3.3142","1.8959"
"325","26.9600","2494.0000",,,"3.5200","49.9400","3.3045","1.9014"
"326","27.0400","2521.0000",,,"3.5200","50.2096","3.2949","1.9069"
"327","27.1200","2496.0000",,,"3.5200","49.9600","3.2854","1.9125"
"328","27.2000","2506.0000",,,"3.5200","50.0600","3.2759","1.9180"
"329","27.2800","2552.0000",,,"3.5200","50.5173","3.2665","1.9235"
"330","27.3600","2604.0000",,,"3.5200","51.0294","3.2571","1.9291"
"331","27.4400","2435.0000",,,"3.5200","49.3457","3.2478","1.9346"
"332","27.5200","2393.0000",,,"3.5200","48.9183","3.2385","1.9401"
"333","27.6000","2408.0000",,,"3.5200","49.0714","3.2293","1.9457"
"334","27.6800","2440.0000",,,"3.5200","49.3964","3.2202","1.9512"
"335","27.7600","2295.0000",,,"3.5200","47.9062","3.2111","1.9567"
"336","27.8400","2406.0000",,,"3.5200","49.0510","3.2020","1.9623"
"337","27.9200","2441.0000",,,"3.5200","49.4065","3.1930","1.9678"
"338","28.0000","2426.0000",,,"3.5200","49.2544","3.1841","1.9733"
"339","28.0800","2403.0000",,,"3.5200","49.0204","3.1752","1.9788"
"340","28.1600","2290.0000",,,"3.5200","47.8539","3.1664","1.9844"
"341","28.2400","2312.0000",,,"3.5200","48.0833","3.1576","1.9899"
"342","28.3200","2360.0000",,,"3.5200","48.5798","3.1488","1.9954"
"343","28.4000","2313.0000",,,"3.5200","48.0937","3.1401","2.0009"
"344","28.4800","2363.0000",,,"3.5200","48.6107","3.1315","2.0064"
"345","28.5600","2248.0000",,,"3.5200","47.4131","3.1229","2.0120"
"346","28.6400","2307.0000",,,"3.5200","48.0312","3.1144","2.0175"
"347","28.7200","2278.0000",,,"3.5200","47.7284","3.1059","2.0230"
"348","28.8000","2246.0000",,,"3.5200","47.3920","3.0974","2.0285"
"349","28.8800","2260.0000",,,"3.5200","47.5395","3.0890","2.0340"
"350","28.9600","2233.0000",,,"3.5200","47.2546","3.0807","2.0395"
"351","29.0400","2210.0000",,,"3.5200","47.0106","3.0724","2.0451"
"352","29.1200","2217.0000",,,"3.5200","47.0850","3.0641","2.0506"
"353","29.2000","2198.0000",,,"3.5200","46.8828","3.0559","2.0561"
"354","29.2800","2250.0000",,,"3.5200","47.4342","3.0477","2.0616"
"355","29.3600","2183.0000",,,"3.5200","46.7226","3.0396","2.0671"
"356","29.4400","2150.0000",,,"3.5200","46.3681","3.0315","2.0726"
"357","29.5200","2078.0000",,,"3.5200","45.5851","3.0235","2.0781"
"358","29.6000","2175.0000",,,"3.5200","46.6369","3.0155","2.0836"
"359","29.6800","2277.0000",,,"3.5200","47.7179","3.0076","2.0891"
"360","29.7600","2131.0000",,,"3.5200","46.1628","2.9997","2.0946"
"361","29.8400","2159.0000",,,"3.5200","46.4650","2.9918","2.1001"
"362","29.9200","2197.0000",,,"3.5200","46.8722","2.9840","2.1056"
"363","30.0000","2122.0000",,,"3.5200","46.0652","2.9762","2.1111"
"364","30.0800","2200.0000",,,"3.5200","46.9042","2.9685","2.1166"
