"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"1","15.0050","1.0650",,,"50.0200","5.8995","3.5200","2502.0000"
"2","15.0150","1.0657",,,"50.2394","5.8956","3.5200","2524.0000"
"3","15.0250","1.0664",,,"50.4480","5.8917","3.5200","2545.0000"
"4","15.0350","1.0671",,,"50.6063","5.8878","3.5200","2561.0000"
"5","15.0450","1.0679",,,"50.4777","5.8839","3.5200","2548.0000"
"6","15.0550","1.0686",,,"51.3615","5.8801","3.5200","2638.0000"
"7","15.0650","1.0693",,,"51.2640","5.8762","3.5200","2628.0000"
"8","15.0750","1.0700",,,"51.1371","5.8723","3.5200","2615.0000"
"9","15.0850","1.0707",,,"50.1996","5.8684","3.5200","2520.0000"
"10","15.0950","1.0714",,,"49.8799","5.8646","3.5200","2488.0000"
"11","15.1050","1.0721",,,"50.4381","5.8607","3.5200","2544.0000"
"12","15.1150","1.0728",,,"51.4004","5.8568","3.5200","2642.0000"
"13","15.1250","1.0735",,,"50.4183","5.8530","3.5200","2542.0000"
"14","15.1350","1.0742",,,"50.9510","5.8492","3.5200","2596.0000"
"15","15.1450","1.0749",,,"50.7937","5.8453","3.5200","2580.0000"
"16","15.1550","1.0756",,,"51.0882","5.8415","3.5200","2610.0000"
"17","15.1650","1.0763",,,"50.9411","5.8376","3.5200","2595.0000"
"18","15.1750","1.0770",,,"51.3517","5.8338","3.5200","2637.0000"
"19","15.1850","1.0777",,,"51.1175","5.8300","3.5200","2613.0000"
"20","15.1950","1.0784",,,"50.0999","5.8262","3.5200","2510.0000"
"21","15.2050","1.0791",,,"51.2933","5.8224","3.5200","2631.0000"
"22","15.2150","1.0798",,,"50.7149","5.8186","3.5200","2572.0000"
"23","15.2250","1.0806",,,"50.4183","5.8148","3.5200","2542.0000"
"24","15.2350","1.0813",,,"50.9313","5.8110","3.5200","2594.0000"
"25","15.2450","1.0820",,,"50.3289","5.8072","3.5200","2533.0000"
"26","15.2550","1.0827",,,"51.9326","5.8034","3.5200","2697.0000"
"27","15.2650","1.0834",,,"51.8652","5.7996","3.5200","2690.0000"
"28","15.2750","1.0841",,,"51.6043","5.7959","3.5200","2663.0000"
"29","15.2850","1.0848",,,"50.8232","5.7921","3.5200","2583.0000"
"30","15.2950","1.0855",,,"51.1859","5.7883","3.5200","2620.0000"
"31","15.3050","1.0862",,,"51.8652","5.7846","3.5200","2690.0000"
"32","15.3150","1.0869",,,"49.6085","5.7808","3.5200","2461.0000"
"33","15.3250","1.0876",,,"51.2738","5.7771","3.5200","2629.0000"
"34","15.3350","1.0883",,,"50.7050","5.7733","3.5200","2571.0000"
"35","15.3450","1.0890",,,"51.9230","5.7696","3.5200","2696.0000"
"36","15.3550","1.0897",,,"50.9902","5.7658","3.5200","2600.0000"
"37","15.3650","1.0904",,,"51.0196","5.7621","3.5200","2603.0000"
"38","15.3750","1.0911",,,"51.4296","5.7584","3.5200","2645.0000"
"39","15.3850","1.0918",,,"51.6430","5.7547","3.5200","2667.0000"
"40","15.3950","1.0925",,,"51.4198","5.7509","3.5200","2644.0000"
"41","15.4050","1.0933",,,"51.2055","5.7472","3.5200","2622.0000"
"42","15.4150","1.0940",,,"50.5866","5.7435","3.5200","2559.0000"
"43","15.4250","1.0947",,,"50.8429","5.7398","3.5200","2585.0000"
"44","15.4350","1.0954",,,"52.1249","5.7361","3.5200","2717.0000"
"45","15.4450","1.0961",,,"52.1824","5.7324","3.5200","2723.0000"
"46","15.4550","1.0968",,,"51.6914","5.7288","3.5200","2672.0000"
"47","15.4650","1.0975",,,"50.8724","5.7251","3.5200","2588.0000"
"48","15.4750","1.0982",,,"51.9615","5.7214","3.5200","2700.0000"
"49","15.4850","1.0989",,,"52.0673","5.7177","3.5200","2711.0000"
"50","15.4950","1.0996",,,"51.8459","5.7141","3.5200","2688.0000"
