"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"1","10.0050","0.7113",,,"25.5539","8.8338","3.5200","653.0000"
"2","10.0150","0.7120",,,"25.0799","8.8250","3.5200","629.0000"
"3","10.0250","0.7127",,,"25.5930","8.8162","3.5200","655.0000"
"4","10.0350","0.7134",,,"25.6515","8.8074","3.5200","658.0000"
"5","10.0450","0.7141",,,"26.0384","8.7987","3.5200","678.0000"
"6","10.0550","0.7148",,,"24.8797","8.7900","3.5200","619.0000"
"7","10.0650","0.7155",,,"25.4558","8.7813","3.5200","648.0000"
"8","10.0750","0.7162",,,"25.5930","8.7726","3.5200","655.0000"
"9","10.0850","0.7169",,,"25.6125","8.7639","3.5200","656.0000"
"10","10.0950","0.7176",,,"24.8193","8.7552","3.5200","616.0000"
"11","10.1050","0.7184",,,"25.5539","8.7466","3.5200","653.0000"
"12","10.1150","0.7191",,,"25.3180","8.7380","3.5200","641.0000"
"13","10.1250","0.7198",,,"26.0960","8.7294","3.5200","681.0000"
"14","10.1350","0.7205",,,"25.1595","8.7208","3.5200","633.0000"
"15","10.1450","0.7212",,,"26.0384","8.7122","3.5200","678.0000"
"16","10.1550","0.7219",,,"25.0200","8.7036","3.5200","626.0000"
"17","10.1650","0.7226",,,"26.5518","8.6951","3.5200","705.0000"
"18","10.1750","0.7233",,,"24.9399","8.6866","3.5200","622.0000"
"19","10.1850","0.7240",,,"25.6515","8.6781","3.5200","658.0000"
"20","10.1950","0.7247",,,"24.5764","8.6696","3.5200","604.0000"
"21","10.2050","0.7254",,,"25.2587","8.6611","3.5200","638.0000"
"22","10.2150","0.7262",,,"25.3969","8.6526","3.5200","645.0000"
"23","10.2250","0.7269",,,"24.9199","8.6442","3.5200","621.0000"
"24","10.2350","0.7276",,,"26.0000","8.6358","3.5200","676.0000"
"25","10.2450","0.7283",,,"26.0768","8.6274","3.5200","680.0000"
"26","10.2550","0.7290",,,"26.1725","8.6190","3.5200","685.0000"
"27","10.2650","0.7297",,,"25.0799","8.6106","3.5200","629.0000"
"28","10.2750","0.7304",,,"25.1197","8.6023","3.5200","631.0000"
"29","10.2850","0.7311",,,"25.7682","8.5939","3.5200","664.0000"
"30","10.2950","0.7318",,,"25.6125","8.5856","3.5200","656.0000"
"31","10.3050","0.7325",,,"25.3377","8.5773","3.5200","642.0000"
"32","10.3150","0.7332",,,"25.8070","8.5690","3.5200","666.0000"
"33","10.3250","0.7340",,,"25.3969","8.5607","3.5200","645.0000"
"34","10.3350","0.7347",,,"26.4575","8.5524","3.5200","700.0000"
"35","10.3450","0.7354",,,"26.1343","8.5442","3.5200","683.0000"
"36","10.3550","0.7361",,,"26.1343","8.5360","3.5200","683.0000"
"37","10.3650","0.7368",,,"25.8844","8.5278","3.5200","670.0000"
"38","10.3750","0.7375",,,"25.8844","8.5196","3.5200","670.0000"
