"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"1","6.0050","0.4273",,,"67.8749","14.7061","6.1600","4607.0000"
"2","6.0150","0.4280",,,"67.4389","14.6817","6.1600","4548.0000"
"3","6.0250","0.4287",,,"67.4314","14.6573","6.1600","4547.0000"
"4","6.0350","0.4294",,,"67.4314","14.6331","6.1600","4547.0000"
"5","6.0450","0.4301",,,"66.7308","14.6089","6.1600","4453.0000"
"6","6.0550","0.4308",,,"66.8356","14.5848","6.1600","4467.0000"
"7","6.0650","0.4315",,,"67.1193","14.5608","6.1600","4505.0000"
"8","6.0750","0.4322",,,"65.7723","14.5368","6.1600","4326.0000"
"9","6.0850","0.4329",,,"66.7158","14.5129","6.1600","4451.0000"
"10","6.0950","0.4336",,,"65.9848","14.4892","6.1600","4354.0000"
"11","6.1050","0.4344",,,"65.4294","14.4654","6.1600","4281.0000"
"12","6.1150","0.4351",,,"66.8581","14.4418","6.1600","4470.0000"
"13","6.1250","0.4358",,,"67.1193","14.4183","6.1600","4505.0000"
"14","6.1350","0.4365",,,"66.5582","14.3948","6.1600","4430.0000"
"15","6.1450","0.4372",,,"66.9328","14.3714","6.1600","4480.0000"
"16","6.1550","0.4379",,,"66.0530","14.3480","6.1600","4363.0000"
"17","6.1650","0.4386",,,"66.9925","14.3248","6.1600","4488.0000"
"18","6.1750","0.4393",,,"66.7533","14.3016","6.1600","4456.0000"
"19","6.1850","0.4400",,,"66.5432","14.2785","6.1600","4428.0000"
"20","6.1950","0.4408",,,"66.3250","14.2555","6.1600","4399.0000"
"21","6.2050","0.4415",,,"66.2344","14.2325","6.1600","4387.0000"
"22","6.2150","0.4422",,,"65.5057","14.2097","6.1600","4291.0000"
"23","6.2250","0.4429",,,"66.6333","14.1869","6.1600","4440.0000"
"24","6.2350","0.4436",,,"65.6506","14.1641","6.1600","4310.0000"
"25","6.2450","0.4443",,,"65.8331","14.1415","6.1600","4334.0000"
"26","6.2550","0.4450",,,"66.3023","14.1189","6.1600","4396.0000"
"27","6.2650","0.4457",,,"66.8805","14.0964","6.1600","4473.0000"
"28","6.2750","0.4464",,,"65.8483","14.0739","6.1600","4336.0000"
"29","6.2850","0.4472",,,"66.7383","14.0516","6.1600","4454.0000"
"30","6.2950","0.4479",,,"65.9848","14.0293","6.1600","4354.0000"
"31","6.3050","0.4486",,,"66.7982","14.0070","6.1600","4462.0000"
"32","6.3150","0.4493",,,"65.6277","13.9849","6.1600","4307.0000"
"33","6.3250","0.4500",,,"65.1230","13.9628","6.1600","4241.0000"
"34","6.3350","0.4507",,,"65.6810","13.9408","6.1600","4314.0000"
"35","6.3450","0.4514",,,"65.7343","13.9188","6.1600","4321.0000"
"36","6.3550","0.4521",,,"64.9076","13.8969","6.1600","4213.0000"
"37","6.3650","0.4528",,,"65.9469","13.8751","6.1600","4349.0000"
"38","6.3750","0.4535",,,"66.3852","13.8534","6.1600","4407.0000"
"39","6.3850","0.4543",,,"66.3551","13.8317","6.1600","4403.0000"
"40","6.3950","0.4550",,,"64.7843","13.8101","6.1600","4197.0000"
"41","6.4050","0.4557",,,"66.0379","13.7886","6.1600","4361.0000"
"42","6.4150","0.4564",,,"67.3573","13.7671","6.1600","4537.0000"
"43","6.4250","0.4571",,,"65.6810","13.7457","6.1600","4314.0000"
"44","6.4350","0.4578",,,"65.0077","13.7243","6.1600","4226.0000"
"45","6.4450","0.4585",,,"65.2687","13.7031","6.1600","4260.0000"
"46","6.4550","0.4592",,,"65.2687","13.6819","6.1600","4260.0000"
"47","6.4650","0.4599",,,"64.6529","13.6607","6.1600","4180.0000"
"48","6.4750","0.4607",,,"65.6658","13.6397","6.1600","4312.0000"
"49","6.4850","0.4614",,,"66.2646","13.6186","6.1600","4391.0000"
"50","6.4950","0.4621",,,"65.7191","13.5977","6.1600","4319.0000"
"51","6.5050","0.4628",,,"65.1230","13.5768","6.1600","4241.0000"
"52","6.5150","0.4635",,,"65.2150","13.5560","6.1600","4253.0000"
"53","6.5250","0.4642",,,"65.1076","13.5352","6.1600","4239.0000"
"54","6.5350","0.4649",,,"65.9090","13.5146","6.1600","4344.0000"
"55","6.5450","0.4656",,,"65.4370","13.4939","6.1600","4282.0000"
"56","6.5550","0.4663",,,"65.4523","13.4734","6.1600","4284.0000"
"57","6.5650","0.4671",,,"65.8103","13.4529","6.1600","4331.0000"
"58","6.5750","0.4678",,,"64.8074","13.4324","6.1600","4200.0000"
"59","6.5850","0.4685",,,"65.9621","13.4121","6.1600","4351.0000"
"60","6.5950","0.4692",,,"66.5733","13.3917","6.1600","4432.0000"
"61","6.6050","0.4699",,,"65.5134","13.3715","6.1600","4292.0000"
"62","6.6150","0.4706",,,"65.6658","13.3513","6.1600","4312.0000"
"63","6.6250","0.4713",,,"65.6810","13.3312","6.1600","4314.0000"
"64","6.6350","0.4720",,,"65.3529","13.3111","6.1600","4271.0000"
"65","6.6450","0.4727",,,"66.1135","13.2911","6.1600","4371.0000"
"66","6.6550","0.4734",,,"66.0227","13.2711","6.1600","4359.0000"
"67","6.6650","0.4742",,,"65.4294","13.2512","6.1600","4281.0000"
"68","6.6750","0.4749",,,"64.6684","13.2314","6.1600","4182.0000"
"69","6.6850","0.4756",,,"64.3739","13.2116","6.1600","4144.0000"
"70","6.6950","0.4763",,,"64.8614","13.1919","6.1600","4207.0000"
"71","6.7050","0.4770",,,"66.1816","13.1723","6.1600","4380.0000"
"72","6.7150","0.4777",,,"64.7534","13.1527","6.1600","4193.0000"
"73","6.7250","0.4784",,,"64.7688","13.1332","6.1600","4195.0000"
"74","6.7350","0.4791",,,"65.0538","13.1137","6.1600","4232.0000"
"75","6.7450","0.4798",,,"64.7070","13.0943","6.1600","4187.0000"
"76","6.7550","0.4806",,,"65.0077","13.0749","6.1600","4226.0000"
"77","6.7650","0.4813",,,"66.1060","13.0556","6.1600","4370.0000"
"78","6.7750","0.4820",,,"65.4141","13.0363","6.1600","4279.0000"
"79","6.7850","0.4827",,,"65.8559","13.0171","6.1600","4337.0000"
"80","6.7950","0.4834",,,"65.9848","12.9980","6.1600","4354.0000"
"81","6.8050","0.4841",,,"65.6658","12.9789","6.1600","4312.0000"
"82","6.8150","0.4848",,,"65.2687","12.9599","6.1600","4260.0000"
"83","6.8250","0.4855",,,"65.4752","12.9409","6.1600","4287.0000"
"84","6.8350","0.4862",,,"65.5210","12.9220","6.1600","4293.0000"
"85","6.8450","0.4869",,,"65.8331","12.9032","6.1600","4334.0000"
"86","6.8550","0.4877",,,"65.6049","12.8844","6.1600","4304.0000"
"87","6.8650","0.4884",,,"65.6963","12.8656","6.1600","4316.0000"
"88","6.8750","0.4891",,,"65.4828","12.8469","6.1600","4288.0000"
"89","6.8850","0.4898",,,"64.2806","12.8283","6.1600","4132.0000"
"90","6.8950","0.4905",,,"66.2797","12.8097","6.1600","4393.0000"
"91","6.9050","0.4912",,,"65.2610","12.7912","6.1600","4259.0000"
"92","6.9150","0.4919",,,"65.4141","12.7727","6.1600","4279.0000"
"93","6.9250","0.4926",,,"64.5213","12.7543","6.1600","4163.0000"
"94","6.9350","0.4933",,,"65.0922","12.7359","6.1600","4237.0000"
"95","6.9450","0.4941",,,"65.3146","12.7176","6.1600","4266.0000"
"96","6.9550","0.4948",,,"65.5744","12.6994","6.1600","4300.0000"
"97","6.9650","0.4955",,,"65.8027","12.6811","6.1600","4330.0000"
"98","6.9750","0.4962",,,"64.8999","12.6630","6.1600","4212.0000"
"99","6.9850","0.4969",,,"65.1383","12.6449","6.1600","4243.0000"
"100","6.9950","0.4976",,,"64.4981","12.6268","6.1600","4160.0000"
"101","7.0050","0.4983",,,"64.4438","12.6088","6.1600","4153.0000"
"102","7.0150","0.4990",,,"65.7723","12.5909","6.1600","4326.0000"
"103","7.0250","0.4997",,,"65.6887","12.5730","6.1600","4315.0000"
"104","7.0350","0.5004",,,"64.2651","12.5551","6.1600","4130.0000"
"105","7.0450","0.5012",,,"65.1613","12.5373","6.1600","4246.0000"
"106","7.0550","0.5019",,,"64.9307","12.5196","6.1600","4216.0000"
"107","7.0650","0.5026",,,"65.3988","12.5019","6.1600","4277.0000"
"108","7.0750","0.5033",,,"64.9846","12.4842","6.1600","4223.0000"
"109","7.0850","0.5040",,,"65.9090","12.4666","6.1600","4344.0000"
"110","7.0950","0.5047",,,"64.0547","12.4491","6.1600","4103.0000"
"111","7.1050","0.5054",,,"65.1844","12.4316","6.1600","4249.0000"
"112","7.1150","0.5061",,,"65.3146","12.4141","6.1600","4266.0000"
"113","7.1250","0.5068",,,"66.1287","12.3967","6.1600","4373.0000"
"114","7.1350","0.5076",,,"65.2917","12.3794","6.1600","4263.0000"
"115","7.1450","0.5083",,,"65.1383","12.3621","6.1600","4243.0000"
"116","7.1550","0.5090",,,"65.0615","12.3448","6.1600","4233.0000"
"117","7.1650","0.5097",,,"65.1306","12.3276","6.1600","4242.0000"
"118","7.1750","0.5104",,,"65.6049","12.3104","6.1600","4304.0000"
"119","7.1850","0.5111",,,"64.3506","12.2933","6.1600","4141.0000"
"120","7.1950","0.5118",,,"65.1690","12.2763","6.1600","4247.0000"
"121","7.2050","0.5125",,,"64.7225","12.2593","6.1600","4189.0000"
"122","7.2150","0.5132",,,"65.5591","12.2423","6.1600","4298.0000"
"123","7.2250","0.5139",,,"64.2651","12.2254","6.1600","4130.0000"
"124","7.2350","0.5147",,,"65.1920","12.2085","6.1600","4250.0000"
"125","7.2450","0.5154",,,"66.2722","12.1917","6.1600","4392.0000"
"126","7.2550","0.5161",,,"65.3911","12.1749","6.1600","4276.0000"
"127","7.2650","0.5168",,,"65.4752","12.1581","6.1600","4287.0000"
"128","7.2750","0.5175",,,"65.3452","12.1415","6.1600","4270.0000"
"129","7.2850","0.5182",,,"64.6993","12.1248","6.1600","4186.0000"
"130","7.2950","0.5189",,,"66.0908","12.1082","6.1600","4368.0000"
"131","7.3050","0.5196",,,"65.4294","12.0917","6.1600","4281.0000"
"132","7.3150","0.5203",,,"65.3758","12.0752","6.1600","4274.0000"
"133","7.3250","0.5211",,,"65.6887","12.0587","6.1600","4315.0000"
"134","7.3350","0.5218",,,"65.1230","12.0423","6.1600","4241.0000"
"135","7.3450","0.5225",,,"65.7039","12.0259","6.1600","4317.0000"
"136","7.3550","0.5232",,,"64.8999","12.0096","6.1600","4212.0000"
"137","7.3650","0.5239",,,"66.6033","11.9933","6.1600","4436.0000"
"138","7.3750","0.5246",,,"64.6838","11.9770","6.1600","4184.0000"
"139","7.3850","0.5253",,,"65.1997","11.9609","6.1600","4251.0000"
"140","7.3950","0.5260",,,"65.1076","11.9447","6.1600","4239.0000"
"141","7.4050","0.5267",,,"65.4828","11.9286","6.1600","4288.0000"
"142","7.4150","0.5274",,,"65.5286","11.9125","6.1600","4294.0000"
"143","7.4250","0.5282",,,"65.8635","11.8965","6.1600","4338.0000"
"144","7.4350","0.5289",,,"65.7191","11.8805","6.1600","4319.0000"
"145","7.4450","0.5296",,,"65.7267","11.8646","6.1600","4320.0000"
"146","7.4550","0.5303",,,"65.1690","11.8487","6.1600","4247.0000"
"147","7.4650","0.5310",,,"64.1794","11.8329","6.1600","4119.0000"
"148","7.4750","0.5317",,,"64.6452","11.8170","6.1600","4179.0000"
"149","7.4850","0.5324",,,"65.8787","11.8013","6.1600","4340.0000"
"150","7.4950","0.5331",,,"65.6430","11.7856","6.1600","4309.0000"
"151","7.5050","0.5338",,,"63.6867","11.7699","6.1600","4056.0000"
"152","7.5150","0.5345",,,"64.7997","11.7542","6.1600","4199.0000"
"153","7.5250","0.5353",,,"65.6963","11.7386","6.1600","4316.0000"
"154","7.5350","0.5360",,,"65.5439","11.7231","6.1600","4296.0000"
"155","7.5450","0.5367",,,"65.8635","11.7076","6.1600","4338.0000"
"156","7.5550","0.5374",,,"65.1844","11.6921","6.1600","4249.0000"
"157","7.5650","0.5381",,,"63.9062","11.6767","6.1600","4084.0000"
"158","7.5750","0.5388",,,"64.8460","11.6613","6.1600","4205.0000"
"159","7.5850","0.5395",,,"65.0538","11.6459","6.1600","4232.0000"
"160","7.5950","0.5402",,,"65.4828","11.6306","6.1600","4288.0000"
"161","7.6050","0.5409",,,"64.7765","11.6153","6.1600","4196.0000"
"162","7.6150","0.5416",,,"65.0308","11.6001","6.1600","4229.0000"
"163","7.6250","0.5424",,,"65.2610","11.5849","6.1600","4259.0000"
"164","7.6350","0.5431",,,"65.2534","11.5698","6.1600","4258.0000"
"165","7.6450","0.5438",,,"64.5833","11.5546","6.1600","4171.0000"
"166","7.6550","0.5445",,,"64.5988","11.5396","6.1600","4173.0000"
"167","7.6650","0.5452",,,"64.5678","11.5245","6.1600","4169.0000"
"168","7.6750","0.5459",,,"65.5973","11.5095","6.1600","4303.0000"
"169","7.6850","0.5466",,,"65.7951","11.4946","6.1600","4329.0000"
"170","7.6950","0.5473",,,"64.5136","11.4797","6.1600","4162.0000"
"171","7.7050","0.5480",,,"63.9531","11.4648","6.1600","4090.0000"
"172","7.7150","0.5488",,,"63.5610","11.4500","6.1600","4040.0000"
"173","7.7250","0.5495",,,"64.9846","11.4352","6.1600","4223.0000"
"174","7.7350","0.5502",,,"65.4446","11.4204","6.1600","4283.0000"
