"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"1","6.0050","0.4273",,,"24.9600","14.7061","3.5200","623.0000"
"2","6.0150","0.4280",,,"24.9199","14.6817","3.5200","621.0000"
"3","6.0250","0.4287",,,"24.4336","14.6573","3.5200","597.0000"
"4","6.0350","0.4294",,,"24.3311","14.6331","3.5200","592.0000"
"5","6.0450","0.4301",,,"24.6779","14.6089","3.5200","609.0000"
"6","6.0550","0.4308",,,"24.4745","14.5848","3.5200","599.0000"
"7","6.0650","0.4315",,,"24.3721","14.5608","3.5200","594.0000"
"8","6.0750","0.4322",,,"24.0000","14.5368","3.5200","576.0000"
"9","6.0850","0.4329",,,"24.3311","14.5129","3.5200","592.0000"
"10","6.0950","0.4336",,,"24.2899","14.4892","3.5200","590.0000"
"11","6.1050","0.4344",,,"24.3105","14.4654","3.5200","591.0000"
"12","6.1150","0.4351",,,"24.6577","14.4418","3.5200","608.0000"
"13","6.1250","0.4358",,,"24.6171","14.4183","3.5200","606.0000"
"14","6.1350","0.4365",,,"24.4745","14.3948","3.5200","599.0000"
"15","6.1450","0.4372",,,"23.8956","14.3714","3.5200","571.0000"
"16","6.1550","0.4379",,,"24.2899","14.3480","3.5200","590.0000"
"17","6.1650","0.4386",,,"24.6171","14.3248","3.5200","606.0000"
"18","6.1750","0.4393",,,"25.2784","14.3016","3.5200","639.0000"
"19","6.1850","0.4400",,,"23.8118","14.2785","3.5200","567.0000"
"20","6.1950","0.4408",,,"24.5764","14.2555","3.5200","604.0000"
"21","6.2050","0.4415",,,"23.9165","14.2325","3.5200","572.0000"
"22","6.2150","0.4422",,,"23.8747","14.2097","3.5200","570.0000"
"23","6.2250","0.4429",,,"23.4734","14.1869","3.5200","551.0000"
"24","6.2350","0.4436",,,"24.2693","14.1641","3.5200","589.0000"
"25","6.2450","0.4443",,,"24.3105","14.1415","3.5200","591.0000"
"26","6.2550","0.4450",,,"24.1868","14.1189","3.5200","585.0000"
"27","6.2650","0.4457",,,"25.8263","14.0964","3.5200","667.0000"
"28","6.2750","0.4464",,,"24.6577","14.0739","3.5200","608.0000"
"29","6.2850","0.4472",,,"24.5967","14.0516","3.5200","605.0000"
"30","6.2950","0.4479",,,"23.1733","14.0293","3.5200","537.0000"
"31","6.3050","0.4486",,,"24.2074","14.0070","3.5200","586.0000"
"32","6.3150","0.4493",,,"24.1247","13.9849","3.5200","582.0000"
"33","6.3250","0.4500",,,"24.6374","13.9628","3.5200","607.0000"
"34","6.3350","0.4507",,,"25.1595","13.9408","3.5200","633.0000"
"35","6.3450","0.4514",,,"24.1454","13.9188","3.5200","583.0000"
"36","6.3550","0.4521",,,"23.9374","13.8969","3.5200","573.0000"
"37","6.3650","0.4528",,,"23.5797","13.8751","3.5200","556.0000"
"38","6.3750","0.4535",,,"24.3311","13.8534","3.5200","592.0000"
"39","6.3850","0.4543",,,"25.0200","13.8317","3.5200","626.0000"
"40","6.3950","0.4550",,,"25.2784","13.8101","3.5200","639.0000"
"41","6.4050","0.4557",,,"24.4745","13.7886","3.5200","599.0000"
"42","6.4150","0.4564",,,"23.8747","13.7671","3.5200","570.0000"
"43","6.4250","0.4571",,,"23.4947","13.7457","3.5200","552.0000"
"44","6.4350","0.4578",,,"24.3926","13.7243","3.5200","595.0000"
"45","6.4450","0.4585",,,"24.6577","13.7031","3.5200","608.0000"
"46","6.4550","0.4592",,,"24.0416","13.6819","3.5200","578.0000"
"47","6.4650","0.4599",,,"24.6171","13.6607","3.5200","606.0000"
"48","6.4750","0.4607",,,"24.8596","13.6397","3.5200","618.0000"
"49","6.4850","0.4614",,,"23.1948","13.6186","3.5200","538.0000"
"50","6.4950","0.4621",,,"24.4745","13.5977","3.5200","599.0000"
"51","6.5050","0.4628",,,"23.4094","13.5768","3.5200","548.0000"
"52","6.5150","0.4635",,,"24.7386","13.5560","3.5200","612.0000"
"53","6.5250","0.4642",,,"24.3721","13.5352","3.5200","594.0000"
"54","6.5350","0.4649",,,"24.3926","13.5146","3.5200","595.0000"
"55","6.5450","0.4656",,,"23.2379","13.4939","3.5200","540.0000"
"56","6.5550","0.4663",,,"24.7184","13.4734","3.5200","611.0000"
"57","6.5650","0.4671",,,"23.8328","13.4529","3.5200","568.0000"
"58","6.5750","0.4678",,,"24.7992","13.4324","3.5200","615.0000"
"59","6.5850","0.4685",,,"23.6854","13.4121","3.5200","561.0000"
"60","6.5950","0.4692",,,"23.4307","13.3917","3.5200","549.0000"
"61","6.6050","0.4699",,,"24.4131","13.3715","3.5200","596.0000"
"62","6.6150","0.4706",,,"23.5372","13.3513","3.5200","554.0000"
"63","6.6250","0.4713",,,"24.5561","13.3312","3.5200","603.0000"
"64","6.6350","0.4720",,,"23.8328","13.3111","3.5200","568.0000"
"65","6.6450","0.4727",,,"23.8956","13.2911","3.5200","571.0000"
"66","6.6550","0.4734",,,"24.0000","13.2711","3.5200","576.0000"
"67","6.6650","0.4742",,,"23.7908","13.2512","3.5200","566.0000"
"68","6.6750","0.4749",,,"24.7588","13.2314","3.5200","613.0000"
"69","6.6850","0.4756",,,"23.6854","13.2116","3.5200","561.0000"
"70","6.6950","0.4763",,,"24.4131","13.1919","3.5200","596.0000"
"71","6.7050","0.4770",,,"23.8328","13.1723","3.5200","568.0000"
"72","6.7150","0.4777",,,"24.1661","13.1527","3.5200","584.0000"
"73","6.7250","0.4784",,,"23.8328","13.1332","3.5200","568.0000"
"74","6.7350","0.4791",,,"24.4540","13.1137","3.5200","598.0000"
"75","6.7450","0.4798",,,"23.7276","13.0943","3.5200","563.0000"
"76","6.7550","0.4806",,,"22.8254","13.0749","3.5200","521.0000"
"77","6.7650","0.4813",,,"23.7065","13.0556","3.5200","562.0000"
"78","6.7750","0.4820",,,"24.3721","13.0363","3.5200","594.0000"
"79","6.7850","0.4827",,,"24.0000","13.0171","3.5200","576.0000"
"80","6.7950","0.4834",,,"23.5797","12.9980","3.5200","556.0000"
"81","6.8050","0.4841",,,"23.4521","12.9789","3.5200","550.0000"
"82","6.8150","0.4848",,,"23.1733","12.9599","3.5200","537.0000"
"83","6.8250","0.4855",,,"22.9783","12.9409","3.5200","528.0000"
"84","6.8350","0.4862",,,"23.4734","12.9220","3.5200","551.0000"
"85","6.8450","0.4869",,,"25.0400","12.9032","3.5200","627.0000"
"86","6.8550","0.4877",,,"24.0000","12.8844","3.5200","576.0000"
"87","6.8650","0.4884",,,"24.6171","12.8656","3.5200","606.0000"
"88","6.8750","0.4891",,,"23.9792","12.8469","3.5200","575.0000"
"89","6.8850","0.4898",,,"24.1454","12.8283","3.5200","583.0000"
"90","6.8950","0.4905",,,"24.0000","12.8097","3.5200","576.0000"
"91","6.9050","0.4912",,,"24.2899","12.7912","3.5200","590.0000"
"92","6.9150","0.4919",,,"23.9792","12.7727","3.5200","575.0000"
"93","6.9250","0.4926",,,"24.2281","12.7543","3.5200","587.0000"
"94","6.9350","0.4933",,,"24.2281","12.7359","3.5200","587.0000"
"95","6.9450","0.4941",,,"24.2074","12.7176","3.5200","586.0000"
"96","6.9550","0.4948",,,"24.0416","12.6994","3.5200","578.0000"
"97","6.9650","0.4955",,,"23.0868","12.6811","3.5200","533.0000"
"98","6.9750","0.4962",,,"23.2379","12.6630","3.5200","540.0000"
"99","6.9850","0.4969",,,"24.0832","12.6449","3.5200","580.0000"
"100","6.9950","0.4976",,,"25.1197","12.6268","3.5200","631.0000"
"101","7.0050","0.4983",,,"23.7065","12.6088","3.5200","562.0000"
"102","7.0150","0.4990",,,"23.3880","12.5909","3.5200","547.0000"
"103","7.0250","0.4997",,,"23.0868","12.5730","3.5200","533.0000"
"104","7.0350","0.5004",,,"24.1039","12.5551","3.5200","581.0000"
"105","7.0450","0.5012",,,"23.7276","12.5373","3.5200","563.0000"
"106","7.0550","0.5019",,,"23.6432","12.5196","3.5200","559.0000"
"107","7.0650","0.5026",,,"25.1396","12.5019","3.5200","632.0000"
"108","7.0750","0.5033",,,"23.1948","12.4842","3.5200","538.0000"
"109","7.0850","0.5040",,,"23.9792","12.4666","3.5200","575.0000"
"110","7.0950","0.5047",,,"23.3666","12.4491","3.5200","546.0000"
"111","7.1050","0.5054",,,"23.4307","12.4316","3.5200","549.0000"
"112","7.1150","0.5061",,,"23.1517","12.4141","3.5200","536.0000"
"113","7.1250","0.5068",,,"23.7697","12.3967","3.5200","565.0000"
"114","7.1350","0.5076",,,"23.5160","12.3794","3.5200","553.0000"
"115","7.1450","0.5083",,,"23.5584","12.3621","3.5200","555.0000"
"116","7.1550","0.5090",,,"23.0651","12.3448","3.5200","532.0000"
"117","7.1650","0.5097",,,"23.7276","12.3276","3.5200","563.0000"
"118","7.1750","0.5104",,,"22.8254","12.3104","3.5200","521.0000"
"119","7.1850","0.5111",,,"23.0000","12.2933","3.5200","529.0000"
"120","7.1950","0.5118",,,"23.4521","12.2763","3.5200","550.0000"
"121","7.2050","0.5125",,,"22.4499","12.2593","3.5200","504.0000"
"122","7.2150","0.5132",,,"23.2594","12.2423","3.5200","541.0000"
"123","7.2250","0.5139",,,"23.8118","12.2254","3.5200","567.0000"
"124","7.2350","0.5147",,,"24.6171","12.2085","3.5200","606.0000"
"125","7.2450","0.5154",,,"24.4540","12.1917","3.5200","598.0000"
"126","7.2550","0.5161",,,"24.0832","12.1749","3.5200","580.0000"
"127","7.2650","0.5168",,,"23.5372","12.1581","3.5200","554.0000"
"128","7.2750","0.5175",,,"23.6854","12.1415","3.5200","561.0000"
"129","7.2850","0.5182",,,"23.7697","12.1248","3.5200","565.0000"
"130","7.2950","0.5189",,,"23.9374","12.1082","3.5200","573.0000"
"131","7.3050","0.5196",,,"24.6374","12.0917","3.5200","607.0000"
"132","7.3150","0.5203",,,"24.2693","12.0752","3.5200","589.0000"
"133","7.3250","0.5211",,,"23.0000","12.0587","3.5200","529.0000"
"134","7.3350","0.5218",,,"23.2594","12.0423","3.5200","541.0000"
"135","7.3450","0.5225",,,"24.0208","12.0259","3.5200","577.0000"
"136","7.3550","0.5232",,,"23.8956","12.0096","3.5200","571.0000"
"137","7.3650","0.5239",,,"23.5160","11.9933","3.5200","553.0000"
"138","7.3750","0.5246",,,"23.5372","11.9770","3.5200","554.0000"
"139","7.3850","0.5253",,,"24.6374","11.9609","3.5200","607.0000"
"140","7.3950","0.5260",,,"24.6374","11.9447","3.5200","607.0000"
"141","7.4050","0.5267",,,"23.1733","11.9286","3.5200","537.0000"
"142","7.4150","0.5274",,,"23.7065","11.9125","3.5200","562.0000"
"143","7.4250","0.5282",,,"24.4131","11.8965","3.5200","596.0000"
"144","7.4350","0.5289",,,"23.4734","11.8805","3.5200","551.0000"
"145","7.4450","0.5296",,,"23.3238","11.8646","3.5200","544.0000"
"146","7.4550","0.5303",,,"23.8328","11.8487","3.5200","568.0000"
"147","7.4650","0.5310",,,"24.2487","11.8329","3.5200","588.0000"
"148","7.4750","0.5317",,,"23.8328","11.8170","3.5200","568.0000"
"149","7.4850","0.5324",,,"23.8747","11.8013","3.5200","570.0000"
"150","7.4950","0.5331",,,"24.2693","11.7856","3.5200","589.0000"
"151","7.5050","0.5338",,,"24.1661","11.7699","3.5200","584.0000"
"152","7.5150","0.5345",,,"23.7697","11.7542","3.5200","565.0000"
"153","7.5250","0.5353",,,"23.3024","11.7386","3.5200","543.0000"
"154","7.5350","0.5360",,,"24.2487","11.7231","3.5200","588.0000"
"155","7.5450","0.5367",,,"23.6220","11.7076","3.5200","558.0000"
"156","7.5550","0.5374",,,"23.0217","11.6921","3.5200","530.0000"
"157","7.5650","0.5381",,,"24.0624","11.6767","3.5200","579.0000"
"158","7.5750","0.5388",,,"23.3452","11.6613","3.5200","545.0000"
"159","7.5850","0.5395",,,"23.1517","11.6459","3.5200","536.0000"
"160","7.5950","0.5402",,,"24.1868","11.6306","3.5200","585.0000"
"161","7.6050","0.5409",,,"24.2899","11.6153","3.5200","590.0000"
"162","7.6150","0.5416",,,"23.6854","11.6001","3.5200","561.0000"
"163","7.6250","0.5424",,,"23.2379","11.5849","3.5200","540.0000"
"164","7.6350","0.5431",,,"24.3516","11.5698","3.5200","593.0000"
"165","7.6450","0.5438",,,"23.1733","11.5546","3.5200","537.0000"
"166","7.6550","0.5445",,,"24.2693","11.5396","3.5200","589.0000"
"167","7.6650","0.5452",,,"23.3024","11.5245","3.5200","543.0000"
"168","7.6750","0.5459",,,"24.3516","11.5095","3.5200","593.0000"
"169","7.6850","0.5466",,,"23.5160","11.4946","3.5200","553.0000"
"170","7.6950","0.5473",,,"23.8537","11.4797","3.5200","569.0000"
"171","7.7050","0.5480",,,"23.4947","11.4648","3.5200","552.0000"
"172","7.7150","0.5488",,,"23.9374","11.4500","3.5200","573.0000"
"173","7.7250","0.5495",,,"23.9374","11.4352","3.5200","573.0000"
"174","7.7350","0.5502",,,"22.6936","11.4204","3.5200","515.0000"
"175","7.7450","0.5509",,,"23.6008","11.4057","3.5200","557.0000"
"176","7.7550","0.5516",,,"22.9129","11.3910","3.5200","525.0000"
"177","7.7650","0.5523",,,"23.1733","11.3763","3.5200","537.0000"
"178","7.7750","0.5530",,,"24.5967","11.3617","3.5200","605.0000"
"179","7.7850","0.5537",,,"23.6643","11.3472","3.5200","560.0000"
"180","7.7950","0.5544",,,"23.5372","11.3326","3.5200","554.0000"
"181","7.8050","0.5551",,,"23.4734","11.3181","3.5200","551.0000"
"182","7.8150","0.5559",,,"23.6643","11.3037","3.5200","560.0000"
"183","7.8250","0.5566",,,"23.3666","11.2893","3.5200","546.0000"
"184","7.8350","0.5573",,,"23.3880","11.2749","3.5200","547.0000"
"185","7.8450","0.5580",,,"22.4944","11.2605","3.5200","506.0000"
"186","7.8550","0.5587",,,"24.2074","11.2462","3.5200","586.0000"
"187","7.8650","0.5594",,,"23.5372","11.2319","3.5200","554.0000"
"188","7.8750","0.5601",,,"23.9583","11.2177","3.5200","574.0000"
"189","7.8850","0.5608",,,"23.4307","11.2035","3.5200","549.0000"
"190","7.8950","0.5615",,,"24.2487","11.1893","3.5200","588.0000"
"191","7.9050","0.5622",,,"24.0416","11.1752","3.5200","578.0000"
"192","7.9150","0.5630",,,"23.2594","11.1611","3.5200","541.0000"
"193","7.9250","0.5637",,,"23.6008","11.1470","3.5200","557.0000"
"194","7.9350","0.5644",,,"23.7065","11.1330","3.5200","562.0000"
"195","7.9450","0.5651",,,"22.9347","11.1190","3.5200","526.0000"
"196","7.9550","0.5658",,,"23.3880","11.1051","3.5200","547.0000"
"197","7.9650","0.5665",,,"24.0624","11.0911","3.5200","579.0000"
"198","7.9750","0.5672",,,"23.3666","11.0772","3.5200","546.0000"
