"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"1","15.0050","1.0650",,,"49.4267","5.8995","3.5200","2443.0000"
"2","15.0150","1.0657",,,"50.0300","5.8956","3.5200","2503.0000"
"3","15.0250","1.0664",,,"47.1063","5.8917","3.5200","2219.0000"
"4","15.0350","1.0671",,,"48.5077","5.8878","3.5200","2353.0000"
"5","15.0450","1.0679",,,"48.9183","5.8839","3.5200","2393.0000"
"6","15.0550","1.0686",,,"48.7852","5.8801","3.5200","2380.0000"
"7","15.0650","1.0693",,,"48.6107","5.8762","3.5200","2363.0000"
"8","15.0750","1.0700",,,"47.6025","5.8723","3.5200","2266.0000"
"9","15.0850","1.0707",,,"48.6826","5.8684","3.5200","2370.0000"
"10","15.0950","1.0714",,,"48.7032","5.8646","3.5200","2372.0000"
"11","15.1050","1.0721",,,"49.1630","5.8607","3.5200","2417.0000"
"12","15.1150","1.0728",,,"47.8748","5.8568","3.5200","2292.0000"
"13","15.1250","1.0735",,,"48.1871","5.8530","3.5200","2322.0000"
"14","15.1350","1.0742",,,"49.3457","5.8492","3.5200","2435.0000"
"15","15.1450","1.0749",,,"48.1871","5.8453","3.5200","2322.0000"
"16","15.1550","1.0756",,,"48.2804","5.8415","3.5200","2331.0000"
"17","15.1650","1.0763",,,"49.0816","5.8376","3.5200","2409.0000"
"18","15.1750","1.0770",,,"49.2544","5.8338","3.5200","2426.0000"
"19","15.1850","1.0777",,,"48.3425","5.8300","3.5200","2337.0000"
"20","15.1950","1.0784",,,"47.5079","5.8262","3.5200","2257.0000"
"21","15.2050","1.0791",,,"48.7032","5.8224","3.5200","2372.0000"
"22","15.2150","1.0798",,,"49.3559","5.8186","3.5200","2436.0000"
"23","15.2250","1.0806",,,"47.5184","5.8148","3.5200","2258.0000"
"24","15.2350","1.0813",,,"48.0625","5.8110","3.5200","2310.0000"
"25","15.2450","1.0820",,,"48.3529","5.8072","3.5200","2338.0000"
"26","15.2550","1.0827",,,"48.8365","5.8034","3.5200","2385.0000"
"27","15.2650","1.0834",,,"49.1935","5.7996","3.5200","2420.0000"
"28","15.2750","1.0841",,,"49.3761","5.7959","3.5200","2438.0000"
"29","15.2850","1.0848",,,"48.3529","5.7921","3.5200","2338.0000"
"30","15.2950","1.0855",,,"49.3559","5.7883","3.5200","2436.0000"
"31","15.3050","1.0862",,,"47.8539","5.7846","3.5200","2290.0000"
