"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"1","0.0400","0.0028",,,"1594.8730","2206.7441","3.5200","2543620.0000"
"2","0.1200","0.0085",,,"1217.0049","735.5815","3.5200","1481101.0000"
"3","0.2000","0.0142",,,"812.8370","441.3490","3.5200","660704.0000"
"4","0.2800","0.0199",,,"533.2232","315.2495","3.5200","284327.0000"
"5","0.3600","0.0256",,,"411.6394","245.1942","3.5200","169447.0000"
"6","0.4400","0.0313",,,"352.7209","200.6136","3.5200","124412.0000"
"7","0.5200","0.0370",,,"306.2205","169.7501","3.5200","93771.0000"
"8","0.6000","0.0427",,,"274.9509","147.1169","3.5200","75598.0000"
"9","0.6800","0.0484",,,"254.1968","129.8092","3.5200","64616.0000"
"10","0.7600","0.0541",,,"245.7621","116.1453","3.5200","60399.0000"
"11","0.8400","0.0598",,,"240.8796","105.0840","3.5200","58023.0000"
"12","0.9200","0.0655",,,"237.6868","95.9464","3.5200","56495.0000"
"13","1.0000","0.0712",,,"238.5812","88.2709","3.5200","56921.0000"
"14","1.0800","0.0769",,,"237.8003","81.7325","3.5200","56549.0000"
"15","1.1600","0.0826",,,"234.9255","76.0959","3.5200","55190.0000"
"16","1.2400","0.0883",,,"236.8396","71.1867","3.5200","56093.0000"
"17","1.3200","0.0940",,,"241.2012","66.8725","3.5200","58178.0000"
"18","1.4000","0.0997",,,"243.2139","63.0514","3.5200","59153.0000"
"19","1.4800","0.1053",,,"244.3706","59.6434","3.5200","59717.0000"
"20","1.5600","0.1110",,,"243.6452","56.5849","3.5200","59363.0000"
"21","1.6400","0.1167",,,"242.7962","53.8249","3.5200","58950.0000"
"22","1.7200","0.1224",,,"243.0473","51.3216","3.5200","59072.0000"
"23","1.8000","0.1281",,,"242.1673","49.0408","3.5200","58645.0000"
"24","1.8800","0.1338",,,"237.9664","46.9541","3.5200","56628.0000"
"25","1.9600","0.1395",,,"237.7246","45.0378","3.5200","56513.0000"
"26","2.0400","0.1452",,,"235.7350","43.2718","3.5200","55571.0000"
"27","2.1200","0.1509",,,"229.0786","41.6391","3.5200","52477.0000"
"28","2.2000","0.1566",,,"201.6160","40.1251","3.5200","40649.0000"
"29","2.2800","0.1623",,,"170.4406","38.7174","3.5200","29050.0000"
"30","2.3600","0.1680",,,"153.6294","37.4051","3.5200","23602.0000"
"31","2.4400","0.1737",,,"134.8036","36.1789","3.5200","18172.0000"
"32","2.5200","0.1794",,,"114.1622","35.0305","3.5200","13033.0000"
"33","2.6000","0.1851",,,"108.0694","33.9528","3.5200","11679.0000"
"34","2.6800","0.1907",,,"103.4118","32.9395","3.5200","10694.0000"
"35","2.7600","0.1964",,,"97.2420","31.9849","3.5200","9456.0000"
"36","2.8400","0.2021",,,"94.4722","31.0841","3.5200","8925.0000"
"37","2.9200","0.2078",,,"93.9787","30.2326","3.5200","8832.0000"
"38","3.0000","0.2135",,,"91.0604","29.4266","3.5200","8292.0000"
"39","3.0800","0.2192",,,"89.8833","28.6625","3.5200","8079.0000"
"40","3.1600","0.2249",,,"90.1721","27.9370","3.5200","8131.0000"
"41","3.2400","0.2306",,,"89.5712","27.2474","3.5200","8023.0000"
"42","3.3200","0.2363",,,"88.7919","26.5910","3.5200","7884.0000"
"43","3.4000","0.2420",,,"87.5157","25.9655","3.5200","7659.0000"
"44","3.4800","0.2477",,,"87.3270","25.3688","3.5200","7626.0000"
"45","3.5600","0.2534",,,"87.5386","24.7989","3.5200","7663.0000"
"46","3.6400","0.2591",,,"87.5557","24.2540","3.5200","7666.0000"
"47","3.7200","0.2647",,,"87.9432","23.7326","3.5200","7734.0000"
"48","3.8000","0.2704",,,"88.0511","23.2331","3.5200","7753.0000"
"49","3.8800","0.2761",,,"88.5720","22.7543","3.5200","7845.0000"
"50","3.9600","0.2818",,,"88.4364","22.2948","3.5200","7821.0000"
"51","4.0400","0.2875",,,"87.7553","21.8535","3.5200","7701.0000"
"52","4.1200","0.2932",,,"86.4465","21.4293","3.5200","7473.0000"
"53","4.2000","0.2989",,,"83.9405","21.0213","3.5200","7046.0000"
"54","4.2800","0.3046",,,"81.3204","20.6286","3.5200","6613.0000"
"55","4.3600","0.3103",,,"77.1816","20.2502","3.5200","5957.0000"
"56","4.4400","0.3160",,,"78.0320","19.8856","3.5200","6089.0000"
"57","4.5200","0.3217",,,"77.0973","19.5338","3.5200","5944.0000"
"58","4.6000","0.3273",,,"75.3193","19.1942","3.5200","5673.0000"
"59","4.6800","0.3330",,,"71.4423","18.8663","3.5200","5104.0000"
"60","4.7600","0.3387",,,"69.3181","18.5494","3.5200","4805.0000"
"61","4.8400","0.3444",,,"67.3053","18.2430","3.5200","4530.0000"
"62","4.9200","0.3501",,,"64.9307","17.9465","3.5200","4216.0000"
"63","5.0000","0.3558",,,"60.7371","17.6596","3.5200","3689.0000"
"64","5.0800","0.3615",,,"53.8238","17.3816","3.5200","2897.0000"
"65","5.1600","0.3672",,,"49.8899","17.1123","3.5200","2489.0000"
"66","5.2400","0.3729",,,"43.3935","16.8512","3.5200","1883.0000"
"67","5.3200","0.3786",,,"35.3129","16.5980","3.5200","1247.0000"
"68","5.4000","0.3842",,,"28.3373","16.3523","3.5200","803.0000"
"69","5.4800","0.3899",,,"26.9444","16.1138","3.5200","726.0000"
"70","5.5600","0.3956",,,"27.1662","15.8821","3.5200","738.0000"
"71","5.6400","0.4013",,,"26.0768","15.6570","3.5200","680.0000"
"72","5.7200","0.4070",,,"27.1477","15.4382","3.5200","737.0000"
"73","5.8000","0.4127",,,"27.1109","15.2254","3.5200","735.0000"
"74","5.8800","0.4184",,,"26.2679","15.0185","3.5200","690.0000"
"75","5.9600","0.4241",,,"26.6083","14.8170","3.5200","708.0000"
"76","6.0400","0.4297",,,"26.3249","14.6210","3.5200","693.0000"
"77","6.1200","0.4354",,,"25.8457","14.4300","3.5200","668.0000"
"78","6.2000","0.4411",,,"26.1151","14.2440","3.5200","682.0000"
"79","6.2800","0.4468",,,"26.5707","14.0627","3.5200","706.0000"
"80","6.3600","0.4525",,,"26.4197","13.8860","3.5200","698.0000"
"81","6.4400","0.4582",,,"27.0924","13.7137","3.5200","734.0000"
"82","6.5200","0.4639",,,"25.6905","13.5456","3.5200","660.0000"
"83","6.6000","0.4695",,,"26.5330","13.3816","3.5200","704.0000"
"84","6.6800","0.4752",,,"27.3130","13.2215","3.5200","746.0000"
"85","6.7600","0.4809",,,"26.1343","13.0652","3.5200","683.0000"
"86","6.8400","0.4866",,,"26.4575","12.9126","3.5200","700.0000"
"87","6.9200","0.4923",,,"26.9258","12.7635","3.5200","725.0000"
"88","7.0000","0.4980",,,"26.4575","12.6178","3.5200","700.0000"
"89","7.0800","0.5036",,,"26.1534","12.4754","3.5200","684.0000"
"90","7.1600","0.5093",,,"25.5539","12.3362","3.5200","653.0000"
"91","7.2400","0.5150",,,"26.0768","12.2001","3.5200","680.0000"
"92","7.3200","0.5207",,,"26.0000","12.0669","3.5200","676.0000"
"93","7.4000","0.5264",,,"27.0924","11.9366","3.5200","734.0000"
"94","7.4800","0.5321",,,"26.1343","11.8092","3.5200","683.0000"
"95","7.5600","0.5377",,,"25.6320","11.6844","3.5200","657.0000"
"96","7.6400","0.5434",,,"25.9615","11.5622","3.5200","674.0000"
"97","7.7200","0.5491",,,"25.4558","11.4426","3.5200","648.0000"
"98","7.8000","0.5548",,,"25.5343","11.3254","3.5200","652.0000"
"99","7.8800","0.5605",,,"26.3629","11.2106","3.5200","695.0000"
"100","7.9600","0.5662",,,"27.2029","11.0981","3.5200","740.0000"
"101","8.0400","0.5718",,,"27.0924","10.9878","3.5200","734.0000"
"102","8.1200","0.5775",,,"26.2298","10.8798","3.5200","688.0000"
"103","8.2000","0.5832",,,"26.0384","10.7738","3.5200","678.0000"
"104","8.2800","0.5889",,,"26.5707","10.6699","3.5200","706.0000"
"105","8.3600","0.5946",,,"26.0768","10.5680","3.5200","680.0000"
"106","8.4400","0.6002",,,"25.3969","10.4680","3.5200","645.0000"
"107","8.5200","0.6059",,,"25.9808","10.3699","3.5200","675.0000"
"108","8.6000","0.6116",,,"25.5734","10.2736","3.5200","654.0000"
"109","8.6800","0.6173",,,"25.8650","10.1791","3.5200","669.0000"
"110","8.7600","0.6229",,,"25.8844","10.0863","3.5200","670.0000"
"111","8.8400","0.6286",,,"26.8887","9.9952","3.5200","723.0000"
"112","8.9200","0.6343",,,"26.6646","9.9057","3.5200","711.0000"
"113","9.0000","0.6400",,,"25.8844","9.8178","3.5200","670.0000"
"114","9.0800","0.6457",,,"25.7876","9.7315","3.5200","665.0000"
"115","9.1600","0.6513",,,"26.0000","9.6467","3.5200","676.0000"
"116","9.2400","0.6570",,,"27.3861","9.5634","3.5200","750.0000"
"117","9.3200","0.6627",,,"26.0960","9.4815","3.5200","681.0000"
"118","9.4000","0.6684",,,"26.2488","9.4009","3.5200","689.0000"
"119","9.4800","0.6740",,,"24.8797","9.3218","3.5200","619.0000"
"120","9.5600","0.6797",,,"26.4008","9.2440","3.5200","697.0000"
"121","9.6400","0.6854",,,"26.0000","9.1674","3.5200","676.0000"
"122","9.7200","0.6911",,,"25.9615","9.0922","3.5200","674.0000"
"123","9.8000","0.6967",,,"26.2488","9.0181","3.5200","689.0000"
"124","9.8800","0.7024",,,"25.6320","8.9453","3.5200","657.0000"
"125","9.9600","0.7081",,,"25.6125","8.8736","3.5200","656.0000"
"126","10.0400","0.7137",,,"26.4953","8.8031","3.5200","702.0000"
"127","10.1200","0.7194",,,"26.5330","8.7337","3.5200","704.0000"
"128","10.2000","0.7251",,,"25.8263","8.6653","3.5200","667.0000"
"129","10.2800","0.7308",,,"24.8395","8.5981","3.5200","617.0000"
"130","10.3600","0.7364",,,"25.4558","8.5319","3.5200","648.0000"
"131","10.4400","0.7421",,,"25.9037","8.4667","3.5200","671.0000"
"132","10.5200","0.7478",,,"25.0400","8.4025","3.5200","627.0000"
"133","10.6000","0.7534",,,"24.5561","8.3392","3.5200","603.0000"
"134","10.6800","0.7591",,,"25.2389","8.2769","3.5200","637.0000"
"135","10.7600","0.7648",,,"24.8395","8.2156","3.5200","617.0000"
"136","10.8400","0.7705",,,"25.5539","8.1551","3.5200","653.0000"
"137","10.9200","0.7761",,,"25.8650","8.0956","3.5200","669.0000"
"138","11.0000","0.7818",,,"24.8797","8.0369","3.5200","619.0000"
"139","11.0800","0.7875",,,"25.2982","7.9790","3.5200","640.0000"
"140","11.1600","0.7931",,,"25.0799","7.9220","3.5200","629.0000"
"141","11.2400","0.7988",,,"26.3818","7.8658","3.5200","696.0000"
"142","11.3200","0.8045",,,"24.5357","7.8104","3.5200","602.0000"
"143","11.4000","0.8101",,,"25.3969","7.7557","3.5200","645.0000"
"144","11.4800","0.8158",,,"24.6779","7.7019","3.5200","609.0000"
"145","11.5600","0.8215",,,"25.0799","7.6488","3.5200","629.0000"
"146","11.6400","0.8271",,,"25.5539","7.5964","3.5200","653.0000"
"147","11.7200","0.8328",,,"25.4558","7.5447","3.5200","648.0000"
"148","11.8000","0.8385",,,"24.4949","7.4937","3.5200","600.0000"
"149","11.8800","0.8441",,,"25.3574","7.4434","3.5200","643.0000"
"150","11.9600","0.8498",,,"23.8956","7.3938","3.5200","571.0000"
"151","12.0400","0.8555",,,"25.4362","7.3449","3.5200","647.0000"
"152","12.1200","0.8611",,,"24.2899","7.2966","3.5200","590.0000"
"153","12.2000","0.8668",,,"25.5147","7.2489","3.5200","651.0000"
