"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"1","2.0400","0.1452",,,"848.7314","43.2718","3.5200","720345.0000"
"2","2.1200","0.1509",,,"804.3096","41.6391","3.5200","646914.0000"
"3","2.2000","0.1566",,,"760.5143","40.1251","3.5200","578382.0000"
"4","2.2800","0.1623",,,"715.1762","38.7174","3.5200","511477.0000"
"5","2.3600","0.1680",,,"665.7853","37.4051","3.5200","443270.0000"
"6","2.4400","0.1737",,,"609.8721","36.1789","3.5200","371944.0000"
"7","2.5200","0.1794",,,"548.3566","35.0305","3.5200","300695.0000"
"8","2.6000","0.1851",,,"495.9577","33.9528","3.5200","245974.0000"
"9","2.6800","0.1907",,,"448.6658","32.9395","3.5200","201301.0000"
"10","2.7600","0.1964",,,"412.5918","31.9849","3.5200","170232.0000"
"11","2.8400","0.2021",,,"392.5035","31.0841","3.5200","154059.0000"
"12","2.9200","0.2078",,,"380.8385","30.2326","3.5200","145038.0000"
"13","3.0000","0.2135",,,"373.1380","29.4266","3.5200","139232.0000"
"14","3.0800","0.2192",,,"367.2887","28.6625","3.5200","134901.0000"
"15","3.1600","0.2249",,,"359.2729","27.9370","3.5200","129077.0000"
"16","3.2400","0.2306",,,"356.1531","27.2474","3.5200","126845.0000"
"17","3.3200","0.2363",,,"353.7485","26.5910","3.5200","125138.0000"
"18","3.4000","0.2420",,,"352.1988","25.9655","3.5200","124044.0000"
"19","3.4800","0.2477",,,"351.7286","25.3688","3.5200","123713.0000"
"20","3.5600","0.2534",,,"350.7692","24.7989","3.5200","123039.0000"
"21","3.6400","0.2591",,,"350.3612","24.2540","3.5200","122753.0000"
"22","3.7200","0.2647",,,"350.5068","23.7326","3.5200","122855.0000"
"23","3.8000","0.2704",,,"350.1443","23.2331","3.5200","122601.0000"
"24","3.8800","0.2761",,,"349.3623","22.7543","3.5200","122054.0000"
"25","3.9600","0.2818",,,"346.6468","22.2948","3.5200","120164.0000"
"26","4.0400","0.2875",,,"343.8968","21.8535","3.5200","118265.0000"
"27","4.1200","0.2932",,,"338.9749","21.4293","3.5200","114904.0000"
"28","4.2000","0.2989",,,"335.0537","21.0213","3.5200","112261.0000"
"29","4.2800","0.3046",,,"329.7044","20.6286","3.5200","108705.0000"
"30","4.3600","0.3103",,,"322.1180","20.2502","3.5200","103760.0000"
"31","4.4400","0.3160",,,"315.2681","19.8856","3.5200","99394.0000"
"32","4.5200","0.3217",,,"305.6894","19.5338","3.5200","93446.0000"
"33","4.6000","0.3273",,,"296.4287","19.1942","3.5200","87870.0000"
"34","4.6800","0.3330",,,"286.9913","18.8663","3.5200","82364.0000"
"35","4.7600","0.3387",,,"276.1195","18.5494","3.5200","76242.0000"
"36","4.8400","0.3444",,,"263.5109","18.2430","3.5200","69438.0000"
"37","4.9200","0.3501",,,"248.5216","17.9465","3.5200","61763.0000"
"38","5.0000","0.3558",,,"230.2108","17.6596","3.5200","52997.0000"
"39","5.0800","0.3615",,,"212.4335","17.3816","3.5200","45128.0000"
"40","5.1600","0.3672",,,"191.0314","17.1123","3.5200","36493.0000"
"41","5.2400","0.3729",,,"171.1461","16.8512","3.5200","29291.0000"
"42","5.3200","0.3786",,,"149.5226","16.5980","3.5200","22357.0000"
"43","5.4000","0.3842",,,"127.8632","16.3523","3.5200","16349.0000"
"44","5.4800","0.3899",,,"109.3572","16.1138","3.5200","11959.0000"
"45","5.5600","0.3956",,,"93.3059","15.8821","3.5200","8706.0000"
"46","5.6400","0.4013",,,"78.3007","15.6570","3.5200","6131.0000"
"47","5.7200","0.4070",,,"69.0362","15.4382","3.5200","4766.0000"
"48","5.8000","0.4127",,,"68.1102","15.2254","3.5200","4639.0000"
"49","5.8800","0.4184",,,"68.4471","15.0185","3.5200","4685.0000"
"50","5.9600","0.4241",,,"67.2458","14.8170","3.5200","4522.0000"
"51","6.0400","0.4297",,,"68.2935","14.6210","3.5200","4664.0000"
"52","6.1200","0.4354",,,"66.8057","14.4300","3.5200","4463.0000"
"53","6.2000","0.4411",,,"66.6258","14.2440","3.5200","4439.0000"
"54","6.2800","0.4468",,,"65.5439","14.0627","3.5200","4296.0000"
"55","6.3600","0.4525",,,"66.6333","13.8860","3.5200","4440.0000"
"56","6.4400","0.4582",,,"66.3702","13.7137","3.5200","4405.0000"
"57","6.5200","0.4639",,,"65.0615","13.5456","3.5200","4233.0000"
"58","6.6000","0.4695",,,"65.7191","13.3816","3.5200","4319.0000"
"59","6.6800","0.4752",,,"65.4217","13.2215","3.5200","4280.0000"
"60","6.7600","0.4809",,,"64.6375","13.0652","3.5200","4178.0000"
"61","6.8400","0.4866",,,"65.0461","12.9126","3.5200","4231.0000"
"62","6.9200","0.4923",,,"64.3739","12.7635","3.5200","4144.0000"
"63","7.0000","0.4980",,,"63.6553","12.6178","3.5200","4052.0000"
"64","7.0800","0.5036",,,"63.5374","12.4754","3.5200","4037.0000"
"65","7.1600","0.5093",,,"63.6396","12.3362","3.5200","4050.0000"
"66","7.2400","0.5150",,,"63.6160","12.2001","3.5200","4047.0000"
"67","7.3200","0.5207",,,"62.5220","12.0669","3.5200","3909.0000"
"68","7.4000","0.5264",,,"62.0806","11.9366","3.5200","3854.0000"
"69","7.4800","0.5321",,,"62.5380","11.8092","3.5200","3911.0000"
"70","7.5600","0.5377",,,"62.7535","11.6844","3.5200","3938.0000"
"71","7.6400","0.5434",,,"61.8628","11.5622","3.5200","3827.0000"
"72","7.7200","0.5491",,,"61.9516","11.4426","3.5200","3838.0000"
"73","7.8000","0.5548",,,"62.4179","11.3254","3.5200","3896.0000"
"74","7.8800","0.5605",,,"62.8411","11.2106","3.5200","3949.0000"
"75","7.9600","0.5662",,,"61.3351","11.0981","3.5200","3762.0000"
"76","8.0400","0.5718",,,"61.0492","10.9878","3.5200","3727.0000"
"77","8.1200","0.5775",,,"60.8605","10.8798","3.5200","3704.0000"
"78","8.2000","0.5832",,,"60.7454","10.7738","3.5200","3690.0000"
