"No.","Pos. [°2θ]","Q [1/Å]","Icalc [cts]","Iback [cts]","ESD","D spacings","CT [s]","Intensity [Counts]"
"1","1.0400","0.0740",,,"796.2707","84.8759","3.5200","634047.0000"
"2","1.1200","0.0797",,,"866.6153","78.8135","3.5200","751022.0000"
"3","1.2000","0.0854",,,"907.6740","73.5595","3.5200","823872.0000"
"4","1.2800","0.0911",,,"927.2837","68.9622","3.5200","859855.0000"
"5","1.3600","0.0968",,,"940.5249","64.9058","3.5200","884587.0000"
"6","1.4400","0.1025",,,"946.8353","61.3001","3.5200","896497.0000"
"7","1.5200","0.1082",,,"953.2072","58.0739","3.5200","908604.0000"
"8","1.6000","0.1139",,,"957.6941","55.1704","3.5200","917178.0000"
"9","1.6800","0.1196",,,"957.0261","52.5434","3.5200","915899.0000"
"10","1.7600","0.1253",,,"947.7183","50.1552","3.5200","898170.0000"
"11","1.8400","0.1310",,,"930.1828","47.9748","3.5200","865240.0000"
"12","1.9200","0.1367",,,"903.4484","45.9760","3.5200","816219.0000"
"13","2.0000","0.1424",,,"867.4491","44.1371","3.5200","752468.0000"
"14","2.0800","0.1480",,,"827.3313","42.4397","3.5200","684477.0000"
"15","2.1600","0.1537",,,"783.1073","40.8681","3.5200","613257.0000"
"16","2.2400","0.1594",,,"738.8376","39.4087","3.5200","545881.0000"
"17","2.3200","0.1651",,,"691.5352","38.0499","3.5200","478221.0000"
"18","2.4000","0.1708",,,"639.2840","36.7818","3.5200","408684.0000"
"19","2.4800","0.1765",,,"579.6309","35.5954","3.5200","335972.0000"
"20","2.5600","0.1822",,,"523.2122","34.4832","3.5200","273751.0000"
"21","2.6400","0.1879",,,"473.7848","33.4385","3.5200","224472.0000"
"22","2.7200","0.1936",,,"430.7946","32.4552","3.5200","185584.0000"
"23","2.8000","0.1993",,,"401.9440","31.5281","3.5200","161559.0000"
"24","2.8800","0.2050",,,"387.3977","30.6525","3.5200","150077.0000"
"25","2.9600","0.2107",,,"378.8047","29.8242","3.5200","143493.0000"
"26","3.0400","0.2164",,,"372.2808","29.0395","3.5200","138593.0000"
"27","3.1200","0.2221",,,"364.1799","28.2951","3.5200","132627.0000"
"28","3.2000","0.2278",,,"359.2993","27.5879","3.5200","129096.0000"
"29","3.2800","0.2334",,,"356.0477","26.9152","3.5200","126770.0000"
"30","3.3600","0.2391",,,"354.0141","26.2745","3.5200","125326.0000"
"31","3.4400","0.2448",,,"353.0921","25.6637","3.5200","124674.0000"
"32","3.5200","0.2505",,,"353.2110","25.0806","3.5200","124758.0000"
"33","3.6000","0.2562",,,"352.1917","24.5234","3.5200","124039.0000"
"34","3.6800","0.2619",,,"352.3166","23.9905","3.5200","124127.0000"
"35","3.7600","0.2676",,,"352.8796","23.4802","3.5200","124524.0000"
"36","3.8400","0.2733",,,"351.1510","22.9912","3.5200","123307.0000"
"37","3.9200","0.2790",,,"351.1310","22.5222","3.5200","123293.0000"
"38","4.0000","0.2847",,,"346.4318","22.0719","3.5200","120015.0000"
"39","4.0800","0.2904",,,"343.0962","21.6393","3.5200","117715.0000"
"40","4.1600","0.2961",,,"338.4834","21.2234","3.5200","114571.0000"
"41","4.2400","0.3017",,,"334.2020","20.8231","3.5200","111691.0000"
"42","4.3200","0.3074",,,"328.3443","20.4377","3.5200","107810.0000"
"43","4.4000","0.3131",,,"320.1953","20.0662","3.5200","102525.0000"
"44","4.4800","0.3188",,,"312.0913","19.7081","3.5200","97401.0000"
"45","4.5600","0.3245",,,"303.0149","19.3625","3.5200","91818.0000"
"46","4.6400","0.3302",,,"293.4280","19.0289","3.5200","86100.0000"
"47","4.7200","0.3359",,,"284.2305","18.7065","3.5200","80787.0000"
"48","4.8000","0.3416",,,"271.6708","18.3949","3.5200","73805.0000"
"49","4.8800","0.3473",,,"257.4257","18.0935","3.5200","66268.0000"
"50","4.9600","0.3530",,,"240.4267","17.8019","3.5200","57805.0000"
"51","5.0400","0.3586",,,"222.5489","17.5195","3.5200","49528.0000"
"52","5.1200","0.3643",,,"203.5952","17.2459","3.5200","41451.0000"
"53","5.2000","0.3700",,,"182.2389","16.9808","3.5200","33211.0000"
"54","5.2800","0.3757",,,"159.7122","16.7237","3.5200","25508.0000"
"55","5.3600","0.3814",,,"138.6506","16.4742","3.5200","19224.0000"
